reaction	has_metadata@reconstructionData
MALATE-DEHYDROGENASE-NADP+-RXN	MALATE-DEHYDROGENASE-NADP+-RXN_reconstructionData_B_NAPUS_V5
RXN66-169	RXN66-169_reconstructionData_B_NAPUS_V5
3.2.1.3-RXN	3.2.1.3-RXN_reconstructionData_B_NAPUS_V5
RXN-14715	RXN-14715_reconstructionData_B_NAPUS_V5
SERINE-C-PALMITOYLTRANSFERASE-RXN	SERINE-C-PALMITOYLTRANSFERASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
SERINE-C-PALMITOYLTRANSFERASE-RXN	SERINE-C-PALMITOYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
GLYCINE-AMINOTRANSFERASE-RXN	GLYCINE-AMINOTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
CITRAMALYL-COA-LYASE-RXN	CITRAMALYL-COA-LYASE-RXN_reconstructionData_B_NAPUS_V5
PROSTAGLANDIN-E2-9-REDUCTASE-RXN	PROSTAGLANDIN-E2-9-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5
RXN0-5144	RXN0-5144_reconstructionData_B_NAPUS_V5
RXN-9344	RXN-9344_reconstructionData_B_NAPUS_V5
3.6.3.35-RXN	3.6.3.35-RXN_reconstructionData_B_NAPUS_V5
RXN-1104	RXN-1104_reconstructionData_B_NAPUS_V5
3.1.2.14-RXN	3.1.2.14-RXN_reconstructionData_B_NAPUS_V5
RXN-16653	RXN-16653_reconstructionData_B_NAPUS_V5
OROTPDECARB-RXN	OROTPDECARB-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
OROTPDECARB-RXN	OROTPDECARB-RXN_reconstructionData_B_NAPUS_V5
GDPREDUCT-RXN	GDPREDUCT-RXN_reconstructionData_B_NAPUS_V5
GDPREDUCT-RXN	GDPREDUCT-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
HISTIDINE--TRNA-LIGASE-RXN	HISTIDINE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
RXN-9600	RXN-9600_reconstructionData_B_NAPUS_V5
1.2.4.4-RXN	1.2.4.4-RXN_reconstructionData_B_NAPUS_V5
RXN-11688	RXN-11688_reconstructionData_B_NAPUS_V5
RXN66-310	RXN66-310_reconstructionData_B_NAPUS_V5
RXN-7775	RXN-7775_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-7775	RXN-7775_reconstructionData_B_NAPUS_V5
RXN-14123	RXN-14123_reconstructionData_B_NAPUS_V5
RXN-17924	RXN-17924_reconstructionData_B_NAPUS_V5
RXN1G-460	RXN1G-460_reconstructionData_B_NAPUS_V5
MYO-INOSITOL-1-KINASE-RXN	MYO-INOSITOL-1-KINASE-RXN_reconstructionData_B_NAPUS_V5
ALANINE-AMINOTRANSFERASE-RXN	ALANINE-AMINOTRANSFERASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ALANINE-AMINOTRANSFERASE-RXN	ALANINE-AMINOTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
3.5.1.27-RXN	3.5.1.27-RXN_reconstructionData_B_NAPUS_V5
SIROHEME-FERROCHELAT-RXN	SIROHEME-FERROCHELAT-RXN_reconstructionData_B_NAPUS_V5
ARYLFORMAMIDASE-RXN	ARYLFORMAMIDASE-RXN_reconstructionData_B_NAPUS_V5
RXN-11591	RXN-11591_reconstructionData_B_NAPUS_V5
CERAMIDASE-RXN	CERAMIDASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12617	RXN-12617_reconstructionData_B_NAPUS_V5
RXN-12559	RXN-12559_reconstructionData_B_NAPUS_V5
RXN-2043	RXN-2043_reconstructionData_B_NAPUS_V5
1.12.5.1-RXN	1.12.5.1-RXN_reconstructionData_B_NAPUS_V5
RXN-14486	RXN-14486_reconstructionData_B_NAPUS_V5
RXN-17791	RXN-17791_reconstructionData_B_NAPUS_V5
RXN-16024	RXN-16024_reconstructionData_B_NAPUS_V5
3.2.1.152-RXN	3.2.1.152-RXN_reconstructionData_B_NAPUS_V5
RXN-9538	RXN-9538_reconstructionData_B_NAPUS_V5
RXN-17077	RXN-17077_reconstructionData_B_NAPUS_V5
RXN-17252	RXN-17252_reconstructionData_B_NAPUS_V5
BUTYRATE--COA-LIGASE-RXN	BUTYRATE--COA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
GABATRANSAM-RXN	GABATRANSAM-RXN_reconstructionData_B_NAPUS_V5
1.8.4.8-RXN	1.8.4.8-RXN_reconstructionData_B_NAPUS_V5
RXN0-2144	RXN0-2144_reconstructionData_B_NAPUS_V5
2.7.8.27-RXN	2.7.8.27-RXN_reconstructionData_B_NAPUS_V5
RXN-13440	RXN-13440_reconstructionData_B_NAPUS_V5
RXN-15043	RXN-15043_reconstructionData_B_NAPUS_V5
3.4.19.5-RXN	3.4.19.5-RXN_reconstructionData_B_NAPUS_V5
2.7.7.1-RXN	2.7.7.1-RXN_reconstructionData_B_NAPUS_V5
SELENOCYSTEINE-LYASE-RXN	SELENOCYSTEINE-LYASE-RXN_reconstructionData_B_NAPUS_V5
RXN0-5330	RXN0-5330_reconstructionData_B_NAPUS_V5
RXN-1826	RXN-1826_reconstructionData_B_NAPUS_V5
RXN-17021	RXN-17021_reconstructionData_B_NAPUS_V5
1.3.3.9-RXN	1.3.3.9-RXN_reconstructionData_B_NAPUS_V5
2.4.1.100-RXN	2.4.1.100-RXN_reconstructionData_B_NAPUS_V5
RXN-1901	RXN-1901_reconstructionData_B_NAPUS_V5
NAG1P-URIDYLTRANS-RXN	NAG1P-URIDYLTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
NAG1P-URIDYLTRANS-RXN	NAG1P-URIDYLTRANS-RXN_reconstructionData_B_NAPUS_V5
RXN-16656	RXN-16656_reconstructionData_B_NAPUS_V5
CHORISMATE-SYNTHASE-RXN	CHORISMATE-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
CHORISMATE-SYNTHASE-RXN	CHORISMATE-SYNTHASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-8032	RXN-8032_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.3.1.41-RXN	2.3.1.41-RXN_reconstructionData_B_NAPUS_V5
RXN-11841	RXN-11841_reconstructionData_B_NAPUS_V5
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN_reconstructionData_B_NAPUS_V5
NADH-KINASE-RXN	NADH-KINASE-RXN_reconstructionData_B_NAPUS_V5
BETA-UREIDOPROPIONASE-RXN	BETA-UREIDOPROPIONASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
BETA-UREIDOPROPIONASE-RXN	BETA-UREIDOPROPIONASE-RXN_reconstructionData_B_NAPUS_V5
RXN-14204	RXN-14204_reconstructionData_B_NAPUS_V5
RXN-5282	RXN-5282_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-5282	RXN-5282_reconstructionData_B_NAPUS_V5
RXN-11600	RXN-11600_reconstructionData_B_NAPUS_V5
RXN-11374	RXN-11374_reconstructionData_B_NAPUS_V5
RXN0-882	RXN0-882_reconstructionData_B_NAPUS_V5
RXN-16655	RXN-16655_reconstructionData_B_NAPUS_V5
RXN1G-445	RXN1G-445_reconstructionData_B_NAPUS_V5
RXN-7719	RXN-7719_reconstructionData_B_NAPUS_V5
RXN-17707	RXN-17707_reconstructionData_B_NAPUS_V5
RXN-1106	RXN-1106_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-1106	RXN-1106_reconstructionData_B_NAPUS_V5
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN_reconstructionData_B_NAPUS_V5
RXN-8469	RXN-8469_reconstructionData_B_NAPUS_V5
RXN-16250	RXN-16250_reconstructionData_B_NAPUS_V5
RXN-12686	RXN-12686_reconstructionData_B_NAPUS_V5
RXN-9235	RXN-9235_reconstructionData_B_NAPUS_V5
RXN-8642	RXN-8642_reconstructionData_B_NAPUS_V5
2.1.1.100-RXN	2.1.1.100-RXN_reconstructionData_B_NAPUS_V5
DXS-RXN	DXS-RXN_reconstructionData_B_NAPUS_V5
DXS-RXN	DXS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
DCDPKIN-RXN	DCDPKIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
DCDPKIN-RXN	DCDPKIN-RXN_reconstructionData_B_NAPUS_V5
1.17.99.3-RXN	1.17.99.3-RXN_reconstructionData_B_NAPUS_V5
RXN-14271	RXN-14271_reconstructionData_B_NAPUS_V5
RXN-14271	RXN-14271_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-14060	RXN-14060_reconstructionData_B_NAPUS_V5
AIRCARBOXY-RXN	AIRCARBOXY-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
AIRCARBOXY-RXN	AIRCARBOXY-RXN_reconstructionData_B_NAPUS_V5
1.14.13.8-RXN	1.14.13.8-RXN_reconstructionData_B_NAPUS_V5
RXN-9534	RXN-9534_reconstructionData_B_NAPUS_V5
VALINE--TRNA-LIGASE-RXN	VALINE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN	GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-11638	RXN-11638_reconstructionData_B_NAPUS_V5
RXN-969	RXN-969_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-969	RXN-969_reconstructionData_B_NAPUS_V5
RXN-11298	RXN-11298_reconstructionData_B_NAPUS_V5
RXN66-311	RXN66-311_reconstructionData_B_NAPUS_V5
RXN-9850	RXN-9850_reconstructionData_B_NAPUS_V5
RXN-17750	RXN-17750_reconstructionData_B_NAPUS_V5
RXN66-476	RXN66-476_reconstructionData_B_NAPUS_V5
RXN1F-150	RXN1F-150_reconstructionData_B_NAPUS_V5
RXN1F-150	RXN1F-150_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
CDPREDUCT-RXN	CDPREDUCT-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
CDPREDUCT-RXN	CDPREDUCT-RXN_reconstructionData_B_NAPUS_V5
ENTDB-RXN	ENTDB-RXN_reconstructionData_B_NAPUS_V5
3.4.13.9-RXN	3.4.13.9-RXN_reconstructionData_B_NAPUS_V5
RXN-10460	RXN-10460_reconstructionData_B_NAPUS_V5
RXN-17931	RXN-17931_reconstructionData_B_NAPUS_V5
4.2.3.20-RXN	4.2.3.20-RXN_reconstructionData_B_NAPUS_V5
RXN0-5260	RXN0-5260_reconstructionData_B_NAPUS_V5
RXN66-579	RXN66-579_reconstructionData_B_NAPUS_V5
RXN1G-517	RXN1G-517_reconstructionData_B_NAPUS_V5
RXN-7799	RXN-7799_reconstructionData_B_NAPUS_V5
ISPH2-RXN	ISPH2-RXN_reconstructionData_B_NAPUS_V5
ISPH2-RXN	ISPH2-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
1.5.5.1-RXN	1.5.5.1-RXN_reconstructionData_B_NAPUS_V5
RXN-12503	RXN-12503_reconstructionData_B_NAPUS_V5
6PFRUCTPHOS-RXN	6PFRUCTPHOS-RXN_reconstructionData_B_NAPUS_V5
6PFRUCTPHOS-RXN	6PFRUCTPHOS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-5822	RXN-5822_reconstructionData_B_NAPUS_V5
RXN66-350	RXN66-350_reconstructionData_B_NAPUS_V5
RXN-13307	RXN-13307_reconstructionData_B_NAPUS_V5
RXN-13299	RXN-13299_reconstructionData_B_NAPUS_V5
RXN-14971	RXN-14971_reconstructionData_B_NAPUS_V5
3.4.22.28-RXN	3.4.22.28-RXN_reconstructionData_B_NAPUS_V5
RXN-5468	RXN-5468_reconstructionData_B_NAPUS_V5
DEOXYGUANOSINE-KINASE-RXN	DEOXYGUANOSINE-KINASE-RXN_reconstructionData_B_NAPUS_V5
RXN-18208	RXN-18208_reconstructionData_B_NAPUS_V5
RXN-13268	RXN-13268_reconstructionData_B_NAPUS_V5
RXN-16112	RXN-16112_reconstructionData_B_NAPUS_V5
RXN-14246	RXN-14246_reconstructionData_B_NAPUS_V5
RXN-7743	RXN-7743_reconstructionData_B_NAPUS_V5
ARGSUCCINLYA-RXN	ARGSUCCINLYA-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ARGSUCCINLYA-RXN	ARGSUCCINLYA-RXN_reconstructionData_B_NAPUS_V5
RXN0-6491	RXN0-6491_reconstructionData_B_NAPUS_V5
RXN-7700	RXN-7700_reconstructionData_B_NAPUS_V5
RXN-9557	RXN-9557_reconstructionData_B_NAPUS_V5
XYLISOM-RXN	XYLISOM-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
XYLISOM-RXN	XYLISOM-RXN_reconstructionData_B_NAPUS_V5
RXN-16150	RXN-16150_reconstructionData_B_NAPUS_V5
POLYNUCLEOTIDE-5-PHOSPHATASE-RXN	POLYNUCLEOTIDE-5-PHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
3.4.21.113-RXN	3.4.21.113-RXN_reconstructionData_B_NAPUS_V5
LINB1-RXN	LINB1-RXN_reconstructionData_B_NAPUS_V5
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN_reconstructionData_B_NAPUS_V5
RXN-10697	RXN-10697_reconstructionData_B_NAPUS_V5
RXN-5467	RXN-5467_reconstructionData_B_NAPUS_V5
RXN-12752	RXN-12752_reconstructionData_B_NAPUS_V5
RXN-5841	RXN-5841_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-5841	RXN-5841_reconstructionData_B_NAPUS_V5
RXN-7911	RXN-7911_reconstructionData_B_NAPUS_V5
ACYLCOADEHYDROG-RXN	ACYLCOADEHYDROG-RXN_reconstructionData_B_NAPUS_V5
RXN-10756	RXN-10756_reconstructionData_B_NAPUS_V5
RXN-12359	RXN-12359_reconstructionData_B_NAPUS_V5
MANNPGUANYLTRANGDP-RXN	MANNPGUANYLTRANGDP-RXN_reconstructionData_B_NAPUS_V5
MANNPGUANYLTRANGDP-RXN	MANNPGUANYLTRANGDP-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
OXALATE--COA-LIGASE-RXN	OXALATE--COA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
OMEGA-AMIDASE-RXN	OMEGA-AMIDASE-RXN_reconstructionData_B_NAPUS_V5
LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN	LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5
ACYL-COA-HYDROLASE-RXN	ACYL-COA-HYDROLASE-RXN_reconstructionData_B_NAPUS_V5
RXN-13072	RXN-13072_reconstructionData_B_NAPUS_V5
RXN-11750	RXN-11750_reconstructionData_B_NAPUS_V5
RXN-14273	RXN-14273_reconstructionData_B_NAPUS_V5
RXN66-303	RXN66-303_reconstructionData_B_NAPUS_V5
RXN-8550	RXN-8550_reconstructionData_B_NAPUS_V5
HISTCYCLOHYD-RXN	HISTCYCLOHYD-RXN_reconstructionData_B_NAPUS_V5
HISTCYCLOHYD-RXN	HISTCYCLOHYD-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
1.8.1.5-RXN	1.8.1.5-RXN_reconstructionData_B_NAPUS_V5
HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN	HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5
RXN-8956	RXN-8956_reconstructionData_B_NAPUS_V5
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN_reconstructionData_B_NAPUS_V5
13-BETA-GLUCAN-SYNTHASE-RXN	13-BETA-GLUCAN-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
DISULISOM-RXN	DISULISOM-RXN_reconstructionData_B_NAPUS_V5
RXN-16137	RXN-16137_reconstructionData_B_NAPUS_V5
3.1.27.9-RXN	3.1.27.9-RXN_reconstructionData_B_NAPUS_V5
3.6.3.8-RXN	3.6.3.8-RXN_reconstructionData_B_NAPUS_V5
ALLIIN-LYASE-RXN	ALLIIN-LYASE-RXN_reconstructionData_B_NAPUS_V5
SUCCCOASYN-RXN	SUCCCOASYN-RXN_reconstructionData_B_NAPUS_V5
SUCCCOASYN-RXN	SUCCCOASYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-11692	RXN-11692_reconstructionData_B_NAPUS_V5
THYMIDYLATE-5-PHOSPHATASE-RXN	THYMIDYLATE-5-PHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
RXN-7835	RXN-7835_reconstructionData_B_NAPUS_V5
RXN-11182	RXN-11182_reconstructionData_B_NAPUS_V5
RXN0-2381	RXN0-2381_reconstructionData_B_NAPUS_V5
CATAL-RXN	CATAL-RXN_reconstructionData_B_NAPUS_V5
CATAL-RXN	CATAL-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GLUCONOKIN-RXN	GLUCONOKIN-RXN_reconstructionData_B_NAPUS_V5
GLUCONOKIN-RXN	GLUCONOKIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-8740	RXN-8740_reconstructionData_B_NAPUS_V5
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN_reconstructionData_B_NAPUS_V5
RXN-10658	RXN-10658_reconstructionData_B_NAPUS_V5
RXN1F-170	RXN1F-170_reconstructionData_B_NAPUS_V5
GLYCERATE-DEHYDROGENASE-RXN	GLYCERATE-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-9024	RXN-9024_reconstructionData_B_NAPUS_V5
3.1.26.5-RXN	3.1.26.5-RXN_reconstructionData_B_NAPUS_V5
RXN-9666	RXN-9666_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-16615	RXN-16615_reconstructionData_B_NAPUS_V5
1.12.1.3-RXN	1.12.1.3-RXN_reconstructionData_B_NAPUS_V5
RXN-14686	RXN-14686_reconstructionData_B_NAPUS_V5
RXN-13673	RXN-13673_reconstructionData_B_NAPUS_V5
RXN-8269	RXN-8269_reconstructionData_B_NAPUS_V5
RXN-3541	RXN-3541_reconstructionData_B_NAPUS_V5
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-15089	RXN-15089_reconstructionData_B_NAPUS_V5
RXN-3741	RXN-3741_reconstructionData_B_NAPUS_V5
ISOCHORMAT-RXN	ISOCHORMAT-RXN_reconstructionData_B_NAPUS_V5
2.7.1.127-RXN	2.7.1.127-RXN_reconstructionData_B_NAPUS_V5
S-ADENMETSYN-RXN	S-ADENMETSYN-RXN_reconstructionData_B_NAPUS_V5
S-ADENMETSYN-RXN	S-ADENMETSYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-11245	RXN-11245_reconstructionData_B_NAPUS_V5
RXN-14772	RXN-14772_reconstructionData_B_NAPUS_V5
MEVALONATE-KINASE-RXN	MEVALONATE-KINASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
MEVALONATE-KINASE-RXN	MEVALONATE-KINASE-RXN_reconstructionData_B_NAPUS_V5
1.1.1.145-RXN	1.1.1.145-RXN_reconstructionData_B_NAPUS_V5
DALADALALIG-RXN	DALADALALIG-RXN_reconstructionData_B_NAPUS_V5
RXN-9723	RXN-9723_reconstructionData_B_NAPUS_V5
RXN-1226	RXN-1226_reconstructionData_B_NAPUS_V5
RXN-15293	RXN-15293_reconstructionData_B_NAPUS_V5
BENZOIN-ALDOLASE-RXN	BENZOIN-ALDOLASE-RXN_reconstructionData_B_NAPUS_V5
PROTEIN-TYROSINE-PHOSPHATASE-RXN	PROTEIN-TYROSINE-PHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
3.5.5.4-RXN	3.5.5.4-RXN_reconstructionData_B_NAPUS_V5
3.1.1.64-RXN	3.1.1.64-RXN_reconstructionData_B_NAPUS_V5
RXN-14694	RXN-14694_reconstructionData_B_NAPUS_V5
2.3.2.15-RXN	2.3.2.15-RXN_reconstructionData_B_NAPUS_V5
RXN-18332	RXN-18332_reconstructionData_B_NAPUS_V5
ADENYLYLSULFKIN-RXN	ADENYLYLSULFKIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ADENYLYLSULFKIN-RXN	ADENYLYLSULFKIN-RXN_reconstructionData_B_NAPUS_V5
RXN-18249	RXN-18249_reconstructionData_B_NAPUS_V5
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-8414	RXN-8414_reconstructionData_B_NAPUS_V5
RXN-9227	RXN-9227_reconstructionData_B_NAPUS_V5
RXN-9387	RXN-9387_reconstructionData_B_NAPUS_V5
RXN-18216	RXN-18216_reconstructionData_B_NAPUS_V5
RXN-14790	RXN-14790_reconstructionData_B_NAPUS_V5
RXN-9664	RXN-9664_reconstructionData_B_NAPUS_V5
RXN-9661	RXN-9661_reconstructionData_B_NAPUS_V5
RXN-12499	RXN-12499_reconstructionData_B_NAPUS_V5
RXN-17114	RXN-17114_reconstructionData_B_NAPUS_V5
RXN-10661	RXN-10661_reconstructionData_B_NAPUS_V5
RXN-14266	RXN-14266_reconstructionData_B_NAPUS_V5
RXN-13398	RXN-13398_reconstructionData_B_NAPUS_V5
RXN-7253	RXN-7253_reconstructionData_B_NAPUS_V5
METHANE-MONOOXYGENASE-RXN	METHANE-MONOOXYGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-10029	RXN-10029_reconstructionData_B_NAPUS_V5
1.5.1.24-RXN	1.5.1.24-RXN_reconstructionData_B_NAPUS_V5
6.3.2.30-RXN	6.3.2.30-RXN_reconstructionData_B_NAPUS_V5
DUTP-PYROP-RXN	DUTP-PYROP-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
DUTP-PYROP-RXN	DUTP-PYROP-RXN_reconstructionData_B_NAPUS_V5
1.6.99.5-RXN	1.6.99.5-RXN_reconstructionData_B_NAPUS_V5
QUINOPRIBOTRANS-RXN	QUINOPRIBOTRANS-RXN_reconstructionData_B_NAPUS_V5
QUINOPRIBOTRANS-RXN	QUINOPRIBOTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
DIHYDROPYRIMIDINASE-RXN	DIHYDROPYRIMIDINASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
DIHYDROPYRIMIDINASE-RXN	DIHYDROPYRIMIDINASE-RXN_reconstructionData_B_NAPUS_V5
RXN-7676	RXN-7676_reconstructionData_B_NAPUS_V5
ACETYLORNTRANSAM-RXN	ACETYLORNTRANSAM-RXN_reconstructionData_B_NAPUS_V5
RXN-1981	RXN-1981_reconstructionData_B_NAPUS_V5
RXN-9015	RXN-9015_reconstructionData_B_NAPUS_V5
RXN4FS-12	RXN4FS-12_reconstructionData_B_NAPUS_V5
3.4.24.37-RXN	3.4.24.37-RXN_reconstructionData_B_NAPUS_V5
AGMATIN-RXN	AGMATIN-RXN_reconstructionData_B_NAPUS_V5
2.7.7.44-RXN	2.7.7.44-RXN_reconstructionData_B_NAPUS_V5
RXN-9946	RXN-9946_reconstructionData_B_NAPUS_V5
RXN-18266	RXN-18266_reconstructionData_B_NAPUS_V5
3.2.1.39-RXN	3.2.1.39-RXN_reconstructionData_B_NAPUS_V5
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-15830	RXN-15830_reconstructionData_B_NAPUS_V5
MANGANESE-PEROXIDASE-RXN	MANGANESE-PEROXIDASE-RXN_reconstructionData_B_NAPUS_V5
GLUTAMATE-SYNTHASE-NADH-RXN	GLUTAMATE-SYNTHASE-NADH-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GLUTAMATE-SYNTHASE-NADH-RXN	GLUTAMATE-SYNTHASE-NADH-RXN_reconstructionData_B_NAPUS_V5
2.1.1.143-RXN	2.1.1.143-RXN_reconstructionData_B_NAPUS_V5
RXN-17108	RXN-17108_reconstructionData_B_NAPUS_V5
LIPOXYGENASE-RXN	LIPOXYGENASE-RXN_reconstructionData_B_NAPUS_V5
2.4.1.46-RXN	2.4.1.46-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.4.1.46-RXN	2.4.1.46-RXN_reconstructionData_B_NAPUS_V5
RXN-11210	RXN-11210_reconstructionData_B_NAPUS_V5
RXN-11210	RXN-11210_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
6.3.4.11-RXN	6.3.4.11-RXN_reconstructionData_B_NAPUS_V5
RXN-11049	RXN-11049_reconstructionData_B_NAPUS_V5
RXN-8909	RXN-8909_reconstructionData_B_NAPUS_V5
RXN-7745	RXN-7745_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
6.2.1.29-RXN	6.2.1.29-RXN_reconstructionData_B_NAPUS_V5
TRYPTOPHAN--TRNA-LIGASE-RXN	TRYPTOPHAN--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
SPERMINE-SYNTHASE-RXN	SPERMINE-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
RXN-14274	RXN-14274_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14274	RXN-14274_reconstructionData_B_NAPUS_V5
LINB2-RXN	LINB2-RXN_reconstructionData_B_NAPUS_V5
2.8.1.6-RXN	2.8.1.6-RXN_reconstructionData_B_NAPUS_V5
RXN-11696	RXN-11696_reconstructionData_B_NAPUS_V5
RXN-7793	RXN-7793_reconstructionData_B_NAPUS_V5
RXNN-404	RXNN-404_reconstructionData_B_NAPUS_V5
LTAA-RXN	LTAA-RXN_reconstructionData_B_NAPUS_V5
NADH-PEROXIDASE-RXN	NADH-PEROXIDASE-RXN_reconstructionData_B_NAPUS_V5
METBALT-RXN	METBALT-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.6.1.64-RXN	2.6.1.64-RXN_reconstructionData_B_NAPUS_V5
PHENYLALANINE--TRNA-LIGASE-RXN	PHENYLALANINE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
SUCROSE-SYNTHASE-RXN	SUCROSE-SYNTHASE-RXN_reconstructionData_B_NAPUS_V5
RXN-13332	RXN-13332_reconstructionData_B_NAPUS_V5
RXN0-6359	RXN0-6359_reconstructionData_B_NAPUS_V5
