reaction	in@metabolic_network	DIRECTION	EC-NUMBER	COMMON-NAME
1.3.3.9-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.3.3.9	secologanin synthase
2.4.1.100-RXN	brassica_napus	REVERSIBLE	EC-2.4.1.100	
RXN-1901	brassica_napus	LEFT-TO-RIGHT		carbonyl sulfide hydrolase
NAG1P-URIDYLTRANS-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.7.23	N-acetylglucosamine-1-phosphate uridyltransferase
RXN-16656	brassica_napus	REVERSIBLE	EC-1.2.1.3	aldehyde dehydrogenase (NAD)
CHORISMATE-SYNTHASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.2.3.5	chorismate synthase
RXN-8032	brassica_napus	REVERSIBLE	EC-2.3.1	3-ketopimelyl-CoA thiolase
2.3.1.41-RXN	brassica_napus	REVERSIBLE	EC-2.3.1.41	&beta;-ketoacyl [acyl-carrier protein] synthase
2.3.1.41-RXN				3-oxoacyl-[acyl-carrier-protein] synthase
RXN-11841	brassica_napus	LEFT-TO-RIGHT	EC-5.4.99.27	tRNA pseudouridine13 synthase
BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN	brassica_napus	REVERSIBLE	EC-1.2.1.28	benzaldehyde dehydrogenase (NAD+)
NADH-KINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.86	NADH kinase
BETA-UREIDOPROPIONASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.5.1.6	beta-ureidopropionase
RXN-14204	brassica_napus	REVERSIBLE	EC-1.1.99.3	
RXN-5282	brassica_napus	LEFT-TO-RIGHT		magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
RXN-11600	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.189	23S rRNA m5U747 methyltransferase
RXN-11374	brassica_napus	LEFT-TO-RIGHT		diphthine synthase
RXN0-882	brassica_napus	LEFT-TO-RIGHT	EC-1.17.7.1	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
RXN-16655	brassica_napus	REVERSIBLE	EC-1.2.1.3	aldehyde dehydrogenase (NAD)
RXN1G-445	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.41	3-oxoacyl-[acyl-carrier-protein] synthase
RXN1G-445				3-oxo-behenoyl-[acp] synthase
RXN-7719	brassica_napus	REVERSIBLE	EC-1.8.1.4	dihydrolipoamide dehydrogenase
RXN-7719				dihydrolipoyl dehydrogenase
RXN-17707	brassica_napus	LEFT-TO-RIGHT		
RXN-1106	brassica_napus	LEFT-TO-RIGHT	EC-1.2.1.44	cinnamoyl-CoA reductase
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN	brassica_napus	REVERSIBLE	EC-1.3.1.1	dihydropyrimidine dehydrogenase
RXN-8469	brassica_napus	LEFT-TO-RIGHT	EC-1.14.99.42	
RXN-16250	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.40	pNP-&alpha;-L-rhamnoside &alpha;-L-rhamnosidase
RXN-12686	brassica_napus	LEFT-TO-RIGHT	EC-3.1.1.14	pheophytinase b
RXN-9235	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.201	ubiquinone biosynthesis methyltransferase
RXN-9235				2-octaprenyl-6-methoxy-1,4-benzoquinone methylase
RXN-8642	brassica_napus	REVERSIBLE		isocitrate dehydrogenase (NADP+)
RXN-8642				oxalsuccinic decarboxylase
RXN-8642				isocitrate (NADP) dehydrogenase
RXN-8642				isocitrate (nicotinamide adenine dinucleotide phosphate) dehydrogenase
RXN-8642				NADP-specific isocitrate dehydrogenase
RXN-8642				NADP-linked isocitrate dehydrogenase
RXN-8642				NADP isocitric dehydrogenase
RXN-8642				isocitrate dehydrogenase (NADP-dependent)
RXN-8642				NADP-dependent isocitric dehydrogenase
RXN-8642				triphosphopyridine nucleotide-linked isocitrate dehydrogenase-oxalosuccinate carboxylase
RXN-8642				NADP+-linked isocitrate dehydrogenase
RXN-8642				IDH (ambiguous)
RXN-8642				dual-cofactor-specific isocitrate dehydrogenase
RXN-8642				NADP+-ICDH
RXN-8642				NADP+-IDH
RXN-8642				IDP
RXN-8642				IDP1
RXN-8642				IDP2
RXN-8642				IDP3
2.1.1.100-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.100	protein-S-isoprenylcysteine O-methyltransferase
2.1.1.100-RXN				protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase
DXS-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase
DXS-RXN				1-deoxyxylulose-5-phosphate synthase
DCDPKIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.4.6	nucleoside diphosphate kinase
DCDPKIN-RXN				dCDP kinase
1.17.99.3-RXN	brassica_napus	REVERSIBLE	EC-1.17.99.3	peroxisomal acyl-coenzyme A oxidase
RXN-14271	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.211	(S)-3-hydroxypalmitoyl-CoA oxidoreductase
DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.20	diacylglycerol O-acyltransferase
DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN				acyl-CoA:diacylglycerol acyltransferase
RXN-14060	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.253	wogonin 7-O-glucuronosyltransferase
AIRCARBOXY-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.1.1.21	phosphoribosylaminoimidazole carboxylase
1.14.13.8-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.14.13.8	N,N-dimethylaniline monooxygenase
RXN-9534	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.10	trans dodec-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)
RXN-9534			EC-1.3.1.39	fatty-acyl-CoA synthase
RXN-9534			EC-2.3.1.85	fatty acid synthase
RXN-9534			EC-2.3.1.86	
VALINE--TRNA-LIGASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.1.1.9	valine-tRNA ligase
GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.3.2.4	gamma-glutamylcyclotransferase
RXN-11638	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.199	16S rRNA m4C1402 methyltransferase
RXN-969	brassica_napus	LEFT-TO-RIGHT	EC-1.1.3.15	long-chain-(S)-2-hydroxy-long-chain-acid oxidase
RXN-969				medium-chain-(S)-2-hydroxy-acid oxidase
RXN-969				(S)-2-hydroxy-acid oxidase
RXN-969				glycolate oxidase
RXN-11298	brassica_napus	LEFT-TO-RIGHT	EC-6.1.2.1	D-alanine--D-lactate ligase
RXN66-311	brassica_napus	LEFT-TO-RIGHT		4&alpha;-hydroxymethyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol dehydrogenase
RXN66-311				C-4 methylsterol oxidase
RXN-9850	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.176	propanoyl-CoA C-acyltransferase
RXN-17750	brassica_napus	LEFT-TO-RIGHT	EC-3.1.4.3	phosphatidylcholine phospholipase C
RXN66-476	brassica_napus	LEFT-TO-RIGHT	EC-1.2.1.3	fatty aldehyde dehydrogenase
RXN66-476				aldehyde dehydrogenase (NAD)
RXN1F-150	brassica_napus	LEFT-TO-RIGHT	EC-5.5.1.19	lycopene beta cyclase
CDPREDUCT-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.17.4.1	CDP reductase
CDPREDUCT-RXN				ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor
ENTDB-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.8.7	holo-[acyl-carrier-protein] synthase
3.4.13.9-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.4.13.9	Xaa-Pro dipeptidase
RXN-10460	brassica_napus	LEFT-TO-RIGHT	EC-1.5.3.13	spermine:oxygen oxidoreductase (spermidine-forming)
RXN-10460				N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming)
RXN-17931	brassica_napus	LEFT-TO-RIGHT		RNA-3'-phosphate cyclase
4.2.3.20-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.2.3.20	(R)-limonene synthase
RXN0-5260	brassica_napus	LEFT-TO-RIGHT	EC-1.1.5.3	sn-glycerol 3-phosphate:ubiquinone oxidoreductase
RXN0-5260				sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase
RXN66-579	brassica_napus	LEFT-TO-RIGHT	EC-5.5.1.4	
RXN1G-517	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
RXN1G-517				3-hydroxylignoceroyl-[acyl-carrier protein] dehydratase
RXN-7799	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.138	ceramide kinase
ISPH2-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.17.7.4	isopentenyl-diphosphate:NAD(P)+ oxidoreductase
1.5.5.1-RXN	brassica_napus	REVERSIBLE	EC-1.5.5.1	electron-transferring-flavoprotein dehydrogenase
RXN-12503	brassica_napus	LEFT-TO-RIGHT		tRNAHis adenylyltransferase
6PFRUCTPHOS-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.11	6-phosphofructokinase
RXN-5822	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.2	acid phosphatase
RXN-5822			EC-3.1.3.1	NADP+ phosphatase
RXN66-350	brassica_napus	REVERSIBLE	EC-1.1.1.145	3-beta-hydroxy-delta5-steroid dehydrogenase
RXN-13307	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.93	trans-docosan-2-enoyl-CoA reductase
RXN-13299	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.330	3-oxo-behenoyl-CoA reductase
RXN-13299				3-oxo-arachidoyl-CoA reductase
RXN-14971	brassica_napus	LEFT-TO-RIGHT	EC-1.3.5.1	succinate dehydrogenase (ubiquinone)
3.4.22.28-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.4.22.28	
RXN-5468	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.260	dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase
DEOXYGUANOSINE-KINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.74	deoxynucleoside kinase
DEOXYGUANOSINE-KINASE-RXN			EC-2.7.1.113	
DEOXYGUANOSINE-KINASE-RXN			EC-2.7.1.145	
RXN-18208	brassica_napus	REVERSIBLE		3-isopropylmalate dehydrogenase
RXN-13268	brassica_napus	LEFT-TO-RIGHT	EC-6.2.1.20	long-chain fatty acid [acyl-carrier-protein] ligase
RXN-16112	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.330	3-oxo-arachidoyl-CoA reductase
RXN-14246	brassica_napus	REVERSIBLE		
RXN-7743	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.182	(R)-citramalate synthase
ARGSUCCINLYA-RXN	brassica_napus	REVERSIBLE	EC-4.3.2.1	argininosuccinate lyase
RXN0-6491	brassica_napus	LEFT-TO-RIGHT	EC-1.3.5.2	dihydroorotate dehydrogenase
RXN-7700	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.1	alcohol dehydrogenase (NAD)
RXN-9557	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.59	3-hydroxy-cis-vaccenoyl-[acyl-carrier protein] dehydratase
RXN-9557				3-hydroxyacyl-[acyl-carrier-protein] dehydratase
RXN-9557				3-hydroxy cis vaccenoyl-[acp] dehydratase
XYLISOM-RXN	brassica_napus	REVERSIBLE	EC-5.3.1.5	xylose isomerase
RXN-16150	brassica_napus	REVERSIBLE	EC-2.3.1.23	1-acylglycerophosphocholine O-acyltransferase
POLYNUCLEOTIDE-5-PHOSPHATASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.33	mRNA triphosphatase
POLYNUCLEOTIDE-5-PHOSPHATASE-RXN				polynucleotide 5'-phosphatase
3.4.21.113-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.4.21.113	
LINB1-RXN	brassica_napus	REVERSIBLE	EC-3.8.1.5	haloalkane dehalogenase
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.222	2-octaprenyl-6-hydroxyphenyl methylase
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN				2-octaprenyl-6-hydroxyphenol methylase
RXN-10697	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.17	enoyl-CoA hydratase
RXN-5467	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.259	dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase
RXN-12752	brassica_napus	LEFT-TO-RIGHT	EC-5.1.99.6	NADHX epimerase
RXN-5841	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.5	&beta;-nicotinamide D-ribonucleotide phosphohydrolase
RXN-5841				5'-nucleotidase
RXN-7911	brassica_napus	REVERSIBLE	EC-1.3.1.34	2,4-dienoyl-CoA reductase (NADPH)
ACYLCOADEHYDROG-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.3.8	acyl-CoA dehydrogenase
ACYLCOADEHYDROG-RXN				fatty acyl coenzyme A dehydrogenase
ACYLCOADEHYDROG-RXN				acyl coenzyme A dehydrogenase
ACYLCOADEHYDROG-RXN				fatty-acyl-CoA dehydrogenase
ACYLCOADEHYDROG-RXN				general acyl CoA dehydrogenase
ACYLCOADEHYDROG-RXN				medium-chain acyl-coenzyme A dehydrogenase
ACYLCOADEHYDROG-RXN				long-chain acyl coenzyme A dehydrogenase
ACYLCOADEHYDROG-RXN				long-chain acyl-CoA dehydrogenase
RXN-10756	brassica_napus	REVERSIBLE	EC-3.5.1.99	anandamide amidohydrolase
RXN-12359	brassica_napus	LEFT-TO-RIGHT	EC-6.2.1	malonyl-CoA synthetase
MANNPGUANYLTRANGDP-RXN	brassica_napus	REVERSIBLE	EC-2.7.7.22	mannose-1-phosphate guanylyltransferase (GDP)
OXALATE--COA-LIGASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.2.1.8	oxalate-CoA ligase
OMEGA-AMIDASE-RXN	brassica_napus	REVERSIBLE	EC-3.5.1.3	omega-amidase
LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN	brassica_napus	REVERSIBLE	EC-1.2.1.50	acyl-CoA dehydrogenase
LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN				long-chain-fatty-acyl-CoA reductase
ACYL-COA-HYDROLASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.2.20	acyl-CoA hydrolase
ACYL-COA-HYDROLASE-RXN				acyl-CoA thioesterase
RXN-13072	brassica_napus	LEFT-TO-RIGHT	EC-3.5.1.111	2-oxoglutaramate amidase
RXN-11750	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.134	very-long-chain 3-hydroxyacyl-CoA dehydratase
RXN-11750				3-hydroxy-behenoyl-CoA dehydratase
RXN-14273	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.17	trans-tetradec-2-enoyl-CoA hydratase
RXN-14273				enoyl-CoA hydratase
RXN66-303	brassica_napus	LEFT-TO-RIGHT		lanosterol 14-hydroxylase
RXN66-303				sterol 14-demethylase
RXN-8550	brassica_napus	LEFT-TO-RIGHT	EC-4.2.3.38	(E)-&alpha;-bisabolene synthase
HISTCYCLOHYD-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.5.4.19	phosphoribosyl-AMP cyclohydrolase
1.8.1.5-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.8.1.5	2-oxopropyl-CoM reductase (carboxylating)
HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.237	4-hydroxyphenyllactate:NAD+ oxidoreductase
RXN-8956	brassica_napus	REVERSIBLE	EC-2.6.1.84	L-arginine:pyruvate transaminase
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.11	S-adenosyl-L-methionine:Mg-protoporphyrin IX methyltransferase
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN				magnesium protoporphyrin IX methyltransferase
13-BETA-GLUCAN-SYNTHASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.34	callose synthase
13-BETA-GLUCAN-SYNTHASE-RXN				1,3-beta-D-glucan synthase
DISULISOM-RXN	brassica_napus	REVERSIBLE	EC-5.3.4.1	protein disulfide isomerase
RXN-16137	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.16	acetyl-CoA C-acyltransferase
3.1.27.9-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.6.1.16	tRNA-intron endonuclease
3.1.27.9-RXN				tRNA-splicing endonuclease subunit Sen2
3.6.3.8-RXN	brassica_napus	REVERSIBLE	EC-3.6.3.8	calcium-transporting ATPase
ALLIIN-LYASE-RXN	brassica_napus	REVERSIBLE	EC-4.4.1.4	
SUCCCOASYN-RXN	brassica_napus	REVERSIBLE	EC-6.2.1.5	succinate-CoA ligase (ADP-forming)
SUCCCOASYN-RXN				Succinate thiokinase
SUCCCOASYN-RXN				succinyl CoA synthesis
RXN-11692	brassica_napus	LEFT-TO-RIGHT	EC-3.4.24.79	insulin-like growth factor binding protein-5 protease
THYMIDYLATE-5-PHOSPHATASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.89	
THYMIDYLATE-5-PHOSPHATASE-RXN			EC-3.1.3.35	
RXN-7835	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.34	2,4-dienoyl-CoA reductase (NADPH)
RXN-11182	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.147	thioglucosidase
RXN0-2381	brassica_napus	REVERSIBLE	EC-4.1.2.8	tryptophan synthase
RXN0-2381				indoleglycerol phosphate aldolase
CATAL-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.11.1.6	catalase
CATAL-RXN			EC-1.11.1.21	
GLUCONOKIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.12	gluconokinase
RXN-8740	brassica_napus	LEFT-TO-RIGHT	EC-1.13.11.66	hydroquinone 1,2-dioxygenase
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.86	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN			EC-2.3.1.85	fatty-acyl-CoA synthase
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN			EC-4.2.1.59	fatty acid synthase
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN				3-hydroxyacyl-[acp] dehydratase
RXN-10658	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.41	3-oxo-cis-&Delta;9-hexadecenoyl-[acp] synthase
RXN-10658				3-oxoacyl-[acyl-carrier-protein] synthase
RXN1F-170	brassica_napus	LEFT-TO-RIGHT	EC-1.14.11.15	gibberellin 3-beta-dioxygenase
GLYCERATE-DEHYDROGENASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.29	glycerate dehydrogenase
RXN-9024	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.3	glucan 1,4-&alpha;-glucosidase
3.1.26.5-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.26.5	ribonuclease
3.1.26.5-RXN				ribonuclease P
RXN-9666	brassica_napus	LEFT-TO-RIGHT	EC-3.1.2.2	
RXN-16615	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.41	3-oxoacyl-[acyl-carrier-protein] synthase
RXN-16615				(5Z)-3-oxo-tetradec-5-enoyl-[acyl-carrier-protein] synthase
1.12.1.3-RXN	brassica_napus	REVERSIBLE	EC-1.12.1.3	hydrogenase
RXN-14686	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.283	2,5-hexadione reductase
RXN-13673	brassica_napus	LEFT-TO-RIGHT	EC-2.5.1.18	glutathione transferase
RXN-13673				glutathione-4-hydroxy-2-nonenal S-transferase
RXN-8269	brassica_napus	LEFT-TO-RIGHT	EC-1.12.98.4	sulfur reductase
RXN-3541	brassica_napus	LEFT-TO-RIGHT	EC-1.10.3.3	ascorbate oxidase
RXN-3541				L-ascorbate oxidase
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	brassica_napus	REVERSIBLE	EC-2.6.1.44	alanine-glyoxylate transaminase
RXN-15089	brassica_napus	LEFT-TO-RIGHT	EC-3.1.1.23	1-oleoylglycerol lipase
RXN-15089				acylglycerol lipase
RXN-3741	brassica_napus	LEFT-TO-RIGHT	EC-3.4.19.9	Folatepolyglutamate(n)
RXN-3741				gamma-glutamyl-peptidase
ISOCHORMAT-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.3.2.1	isochorismatase
2.7.1.127-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.127	inositol-1,4,5-trisphosphate 3-kinase
S-ADENMETSYN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.5.1.6	methionine adenosyltransferase
RXN-11245	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.35	3-hydroxyacyl-CoA dehydrogenase
RXN-14772	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.119	trans--2-enoyl-CoA hydratase 2
MEVALONATE-KINASE-RXN	brassica_napus	REVERSIBLE	EC-2.7.1.36	mevalonate kinase
1.1.1.145-RXN	brassica_napus	REVERSIBLE	EC-1.1.1.145	3-beta-hydroxy-delta5-steroid dehydrogenase
DALADALALIG-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.3.2.4	D-alanine-D-alanine ligase
RXN-9723	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.77	anthocyanidin reductase
RXN-1226	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.184	galactolipid galactosyltransferase
RXN-15293	brassica_napus	LEFT-TO-RIGHT		
BENZOIN-ALDOLASE-RXN	brassica_napus	REVERSIBLE	EC-4.1.2.38	
PROTEIN-TYROSINE-PHOSPHATASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.48	protein-tyrosine phosphatase
PROTEIN-TYROSINE-PHOSPHATASE-RXN				protein tyrosine phosphatase
3.5.5.4-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.5.5.4	cyanoalanine nitrilase
3.1.1.64-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.1.1	all-trans-retinyl-palmitate hydrolase
3.1.1.64-RXN				carboxylic ester hydrolase
RXN-14694	brassica_napus	REVERSIBLE	EC-1.8.1.19	
2.3.2.15-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.3.2.15	glutathione gamma-glutamylcysteinyltransferase
RXN-18332	brassica_napus	REVERSIBLE	EC-5.1.3	UDP-L-rhamnose synthase
ADENYLYLSULFKIN-RXN	brassica_napus	REVERSIBLE	EC-2.7.1.25	adenylylsulfate kinase
RXN-18249	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.152	H type 2 antigen 3-L-fucosyltransferase
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase
RXN-8414	brassica_napus	LEFT-TO-RIGHT	EC-4.2.3.57	(-)-E-beta-caryophyllene synthase
RXN-9227	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.201	2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase
RXN-9227				2-octaprenyl-6-methoxy-1,4-benzoquinone methylase
RXN-9227				2-heptaprenyl-6-methoxy-1,4-benzoquinone methylase
RXN-9387	brassica_napus	REVERSIBLE	EC-5.1.99.5	5-benzyl-hydantoin racemase
RXN-18216	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.147	thioglucosidase
RXN-14790	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.34	2,4-dienoyl-CoA reductase (NADPH)
RXN-9664	brassica_napus	LEFT-TO-RIGHT	EC-5.4.99.53	marneral synthase
RXN-9661	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.9	trans dodec-2-enoyl-[acp] reductase
RXN-9661				enoyl-[acyl-carrier-protein] reductase (NADH)
RXN-12499	brassica_napus	REVERSIBLE	EC-5.4.99.42	tRNA pseudouridine31 synthase
RXN-17114	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.17	enoyl-CoA hydratase
RXN-10661	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.9	enoyl-[acyl-carrier-protein] reductase (NADH)
RXN-14266	brassica_napus	REVERSIBLE	EC-4.2.1.17	3-hydroxyisovaleryl-CoA hydratase
RXN-14266				enoyl-CoA hydratase
RXN-13398	brassica_napus	LEFT-TO-RIGHT	EC-1.14.13.122	chlorophyllide a oxygenase [overall]
RXN-7253	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.25	inositol monophosphate 1-phosphatase
RXN-7253				inositol monophosphate 4-phosphatase
RXN-7253				inositol monophosphate phosphatase
METHANE-MONOOXYGENASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.14.13.25	methane monooxygenase
RXN-10029	brassica_napus	REVERSIBLE	EC-1.5.1.47	dihydromethanopterin reductase
RXN-10029				dihydromethanopterin reductase [NAD(P)]
1.5.1.24-RXN	brassica_napus	REVERSIBLE	EC-1.5.1.24	
6.3.2.30-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.3.2.30	cyanophycin synthase
DUTP-PYROP-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.6.1.23	NADH pyrophosphatase
DUTP-PYROP-RXN			EC-3.6.1.9	deoxyuridine triphosphatase
DUTP-PYROP-RXN				dUTP diphosphatase
1.6.99.5-RXN	brassica_napus	REVERSIBLE	EC-1.6.5.11	
QUINOPRIBOTRANS-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.2.19	quinolinate phosphoribosyltransferase (decarboxylating)
QUINOPRIBOTRANS-RXN				nicotinate-nucleotide diphosphorylase (carboxylating)
DIHYDROPYRIMIDINASE-RXN	brassica_napus	REVERSIBLE	EC-3.5.2.2	dihydropyrimidinase
RXN-7676	brassica_napus	LEFT-TO-RIGHT		chlorophyllide-a monooxygenase
RXN-7676				chlorophyllide a oxygenase [overall]
RXN-7676				chlorophyllide a oxygenase
RXN-7676				chlorophyll-b synthase
RXN-7676				CAO
ACETYLORNTRANSAM-RXN	brassica_napus	REVERSIBLE	EC-2.6.1.11	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase
RXN-1981	brassica_napus	LEFT-TO-RIGHT	EC-4.2.99.21	isochorismate pyruvate lyase
RXN-9015	brassica_napus	LEFT-TO-RIGHT	EC-1.5.3.17	N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming)
RXN-9015			EC-1.5.3.16	N1-acetylspermine:oxygen oxidoreductase (N1-acetylspermidine-forming)
RXN4FS-12	brassica_napus	LEFT-TO-RIGHT		GDP-galactose:mannose-1-phosphate guanylyltransferase
3.4.24.37-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.4.24.37	
AGMATIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.5.3.11	agmatinase
2.7.7.44-RXN	brassica_napus	REVERSIBLE	EC-2.7.7.44	glucuronate-1-phosphate uridylyltransferase
RXN-9946	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.147	thioglucosidase
