gene	in@metabolic_network	TRANSCRIPTION-DIRECTION	RIGHT-END-POSITION	LEFT-END-POSITION	CENTISOME-POSITION
BnaA09g14140D	brassica_napus	POSITIVE	8094579	8090437	23.890022    
BnaA03g35550D	brassica_napus	POSITIVE	17359666	17355486	58.303493    
BnaA02g02060D	brassica_napus	POSITIVE	924840	923025	3.7228153    
BnaC01g32140D	brassica_napus	POSITIVE	31281510	31276029	80.547455    
BnaA02g09070D	brassica_napus	POSITIVE	4509582	4508551	18.184235    
BnaC02g38590D	brassica_napus	POSITIVE	41523390	41523089	89.83442    
BnaC03g47500D	brassica_napus	POSITIVE	32555477	32553799	53.742737    
BnaCnng25290D	brassica_napus	NEGATIVE	23828958	23824991	29.533207    
BnaC09g00430D	brassica_napus	POSITIVE	232892	231468	0.4771727    
BnaC02g44770D	brassica_napus	NEGATIVE	556830	556157	10.804209    
BnaC04g37590D	brassica_napus	POSITIVE	38894877	38893264	79.48718    
BnaC08g13340D	brassica_napus	POSITIVE	18386829	18385066	47.781857    
BnaA03g04220D	brassica_napus	POSITIVE	1953016	1950898	6.5537877    
BnaAnng18720D	brassica_napus	POSITIVE	19950103	19949183	40.998497    
BnaC06g18580D	brassica_napus	NEGATIVE	20932349	20929705	56.223423    
BnaCnng51720D	brassica_napus	POSITIVE	51211172	51210384	63.47985    
BnaC08g09210D	brassica_napus	NEGATIVE	13803949	13802128	35.871033    
BnaC08g39770D	brassica_napus	NEGATIVE	35305963	35304461	91.7545    
BnaA09g29780D	brassica_napus	NEGATIVE	22259049	22258054	65.725174    
BnaC02g00800D	brassica_napus	NEGATIVE	320718	316003	0.6836665    
BnaA04g27250D	brassica_napus	NEGATIVE	12826	9382	0.6332497    
BnaA08g21580D	brassica_napus	POSITIVE	15941996	15940426	84.06538    
BnaC06g42630D	brassica_napus	NEGATIVE	2154869	2154556	64.00355    
BnaC08g49000D	brassica_napus	POSITIVE	3914243	3911651	86.561485    
BnaC08g29670D	brassica_napus	POSITIVE	29888248	29886808	77.6743    
BnaA05g11920D	brassica_napus	NEGATIVE	6770358	6768412	29.34164    
BnaC03g10000D	brassica_napus	POSITIVE	4775919	4775051	7.883083    
BnaC02g44390D	brassica_napus	NEGATIVE	153063	149636	2.9069104    
BnaA05g10070D	brassica_napus	NEGATIVE	5520538	5519395	23.927046    
BnaC07g03750D	brassica_napus	NEGATIVE	5095382	5094888	11.380017    
BnaA01g12860D	brassica_napus	POSITIVE	6436988	6436728	27.663607    
BnaC09g37970D	brassica_napus	NEGATIVE	41054371	41051238	84.62739    
BnaA02g16330D	brassica_napus	NEGATIVE	9716819	9715394	39.184875    
BnaA01g22450D	brassica_napus	NEGATIVE	14829015	14827817	63.726616    
BnaC02g02670D	brassica_napus	POSITIVE	1175719	1174331	2.540643    
BnaC02g05240D	brassica_napus	POSITIVE	2735738	2733441	5.913748    
BnaCnng48350D	brassica_napus	NEGATIVE	47642498	47641722	59.056175    
BnaC08g45000D	brassica_napus	POSITIVE	37910211	37908343	98.521866    
BnaC02g11920D	brassica_napus	NEGATIVE	7200525	7197522	15.571703    
BnaA08g04190D	brassica_napus	NEGATIVE	3528201	3527011	18.600475    
BnaC04g42570D	brassica_napus	POSITIVE	43107368	43105503	88.09584    
BnaAnng33080D	brassica_napus	NEGATIVE	37770186	37768303	77.6194    
BnaC06g22510D	brassica_napus	NEGATIVE	24552487	24546482	65.93916    
BnaC05g01080D	brassica_napus	NEGATIVE	584698	582366	1.3485307    
BnaC03g00810D	brassica_napus	NEGATIVE	395963	395029	0.6521494    
BnaC05g06880D	brassica_napus	POSITIVE	3398317	3397688	7.8677087    
BnaA01g07250D	brassica_napus	POSITIVE	3425731	3424822	14.719112    
BnaAnng26900D	brassica_napus	NEGATIVE	30862218	30861910	63.42575    
BnaA03g00690D	brassica_napus	POSITIVE	305081	299345	1.0056105    
BnaC07g31990D	brassica_napus	POSITIVE	35882446	35880935	80.14419    
BnaCnng28140D	brassica_napus	NEGATIVE	26678053	26677238	33.06882    
BnaC05g12460D	brassica_napus	POSITIVE	7194431	7192464	16.654917    
BnaC05g37730D	brassica_napus	NEGATIVE	36621838	36620191	84.79796    
BnaC08g32870D	brassica_napus	NEGATIVE	31633902	31630546	82.206184    
BnaC01g41270D	brassica_napus	NEGATIVE	438605	436121	9.827813    
BnaC04g31270D	brassica_napus	POSITIVE	33203911	33202727	67.857285    
BnaA07g31970D	brassica_napus	POSITIVE	22242243	22237978	92.63307    
BnaA03g03010D	brassica_napus	POSITIVE	1459764	1456055	4.891427    
BnaC08g11810D	brassica_napus	NEGATIVE	17057221	17055673	44.326828    
BnaAnng03950D	brassica_napus	NEGATIVE	3977973	3976328	8.171937    
BnaC03g34070D	brassica_napus	POSITIVE	20720905	20719461	34.205547    
BnaC07g33970D	brassica_napus	POSITIVE	36955589	36954057	82.54112    
BnaA09g10660D	brassica_napus	NEGATIVE	5437973	5434375	16.04701    
BnaA06g15450D	brassica_napus	POSITIVE	8456800	8455277	34.657906    
BnaC03g31690D	brassica_napus	POSITIVE	19486156	19476375	32.153355    
BnaA03g22900D	brassica_napus	POSITIVE	10904441	10902851	36.626705    
BnaCnng10820D	brassica_napus	NEGATIVE	10001794	9995772	12.390653    
BnaC07g51260D	brassica_napus	NEGATIVE	2922322	2921620	99.0698    
BnaC09g04900D	brassica_napus	POSITIVE	2844432	2843794	5.862499    
BnaA05g32040D	brassica_napus	NEGATIVE	22028096	22026693	95.48758    
BnaA09g14360D	brassica_napus	POSITIVE	8217628	8216884	24.263403    
BnaA10g29070D	brassica_napus	POSITIVE	1535119	1534072	67.331055    
BnaC01g40290D	brassica_napus	NEGATIVE	38660154	38658885	99.56107    
BnaAnng31970D	brassica_napus	NEGATIVE	36561792	36560978	75.13817    
BnaA03g34550D	brassica_napus	NEGATIVE	16808762	16805368	56.45544    
BnaC02g22530D	brassica_napus	NEGATIVE	19571509	19567000	42.332832    
BnaC05g16530D	brassica_napus	POSITIVE	10318557	10316849	23.889763    
BnaA01g16660D	brassica_napus	POSITIVE	8692633	8690898	37.35152    
BnaC08g09260D	brassica_napus	NEGATIVE	13938059	13936765	36.220943    
BnaC08g09370D	brassica_napus	NEGATIVE	14170369	14169029	36.82459    
BnaC02g16450D	brassica_napus	POSITIVE	11995064	11993468	25.947643    
BnaC04g41880D	brassica_napus	POSITIVE	42638540	42638331	87.141075    
BnaA02g36330D	brassica_napus	POSITIVE	869259	867926	53.456985    
BnaA09g45440D	brassica_napus	POSITIVE	31044899	31043558	91.66764    
BnaCnng15340D	brassica_napus	NEGATIVE	14329608	14328684	17.761684    
BnaC05g23530D	brassica_napus	POSITIVE	17595623	17593063	40.738617    
BnaC02g06660D	brassica_napus	POSITIVE	3549050	3548407	7.6769114    
BnaC06g30650D	brassica_napus	NEGATIVE	31332281	31328995	84.15902    
BnaA03g53630D	brassica_napus	POSITIVE	28220455	28219426	94.799484    
BnaA06g35140D	brassica_napus	NEGATIVE	23202440	23199687	95.09477    
BnaCnng05360D	brassica_napus	POSITIVE	5031714	5029134	6.2340612    
BnaA08g24640D	brassica_napus	NEGATIVE	17164025	17162209	90.50871    
BnaA07g03330D	brassica_napus	POSITIVE	2985562	2973688	12.387001    
BnaA05g32260D	brassica_napus	NEGATIVE	22119224	22116554	95.877144    
BnaA05g05600D	brassica_napus	POSITIVE	2931744	2930440	12.703707    
BnaC04g23210D	brassica_napus	POSITIVE	24343180	24341325	49.746998    
BnaA10g25620D	brassica_napus	NEGATIVE	16439488	16436689	94.47335    
BnaCnng05660D	brassica_napus				
BnaA09g45490D	brassica_napus	NEGATIVE	31062782	31061727	91.7213    
BnaC01g06000D	brassica_napus	POSITIVE	3180643	3178135	8.184885    
BnaAnng07950D	brassica_napus	POSITIVE	8039207	8036719	16.516636    
BnaA09g07320D	brassica_napus	NEGATIVE	3616491	3615602	10.676409    
BnaC06g31710D	brassica_napus	POSITIVE	32149547	32149265	86.3625    
BnaA06g29270D	brassica_napus	NEGATIVE	19978569	19976797	81.88424    
BnaA09g13320D	brassica_napus	NEGATIVE	7426217	7423114	21.919502    
BnaA02g17650D	brassica_napus	NEGATIVE	10619266	10618757	42.82839    
BnaC06g42360D	brassica_napus	POSITIVE	1752572	1751868	52.041245    
BnaC09g15600D	brassica_napus	POSITIVE	12414744	12412013	25.587442    
BnaA08g15300D	brassica_napus	NEGATIVE	12749020	12747640	67.22751    
BnaA03g16450D	brassica_napus	NEGATIVE	7682325	7679503	25.798288    
BnaA09g26590D	brassica_napus	NEGATIVE	19819304	19816474	58.515503    
BnaC03g41710D	brassica_napus	NEGATIVE	26604637	26602212	43.91732    
BnaA09g45030D	brassica_napus	NEGATIVE	30881945	30879072	91.18193    
BnaA09g26460D	brassica_napus	POSITIVE	19636892	19635696	57.98169    
BnaA02g07600D	brassica_napus	POSITIVE	3625742	3623509	14.6146145    
BnaA02g02640D	brassica_napus	NEGATIVE	1178273	1174692	4.7378583    
BnaC09g46020D	brassica_napus	POSITIVE	46077483	46075352	94.98463    
BnaA03g19220D	brassica_napus	NEGATIVE	9091733	9090523	30.538425    
BnaAnng32010D	brassica_napus	POSITIVE	36596578	36595539	75.2092    
BnaA10g29620D	brassica_napus	POSITIVE	1822145	1819841	79.873566    
BnaA02g30360D	brassica_napus	NEGATIVE	21993105	21990970	88.69567    
BnaC02g02760D	brassica_napus	NEGATIVE	1270000	1268261	2.7438586    
BnaC06g30370D	brassica_napus	NEGATIVE	31136191	31132547	83.6313    
BnaC08g49210D	brassica_napus	NEGATIVE	4109111	4107739	90.90074    
BnaA07g15300D	brassica_napus	POSITIVE	13266579	13263608	55.250023    
BnaC07g26750D	brassica_napus	POSITIVE	32535323	32534515	72.66958    
BnaA05g19820D	brassica_napus	NEGATIVE	15249389	15246294	66.09398    
BnaC04g02620D	brassica_napus	POSITIVE	1933237	1932986	3.9504938    
BnaC04g30900D	brassica_napus	NEGATIVE	32788359	32785872	67.00534    
BnaA03g33080D	brassica_napus	NEGATIVE	16015035	16012869	53.793144    
BnaC05g23460D	brassica_napus	POSITIVE	17566991	17565410	40.67458    
BnaCnng52020D	brassica_napus	NEGATIVE	51519578	51517148	63.86011    
BnaC04g36640D	brassica_napus	POSITIVE	38110107	38107638	77.881584    
BnaC03g07600D	brassica_napus	POSITIVE	3584362	3582850	5.914891    
BnaA04g14030D	brassica_napus	NEGATIVE	11851206	11848036	61.864273    
BnaC02g14530D	brassica_napus	POSITIVE	10059394	10055357	21.754574    
BnaA04g08170D	brassica_napus	NEGATIVE	7212931	7210460	37.64927    
BnaC03g41600D	brassica_napus	NEGATIVE	26539254	26538082	43.81145    
BnaA10g20620D	brassica_napus	POSITIVE	14364028	14361307	82.544655    
BnaC01g32420D	brassica_napus	NEGATIVE	31716597	31715500	81.67927    
BnaC03g16100D	brassica_napus	POSITIVE	8131922	8130523	13.422598    
BnaCnng36740D	brassica_napus	POSITIVE	35044616	35043529	43.439587    
BnaA03g24990D	brassica_napus	NEGATIVE	12069517	12066745	40.536655    
BnaC03g48950D	brassica_napus	NEGATIVE	33746446	33743193	55.70629    
BnaC09g30940D	brassica_napus	NEGATIVE	33978358	33976445	70.04265    
BnaA09g38540D	brassica_napus	POSITIVE	27511158	27509112	81.23087    
BnaA01g09050D	brassica_napus	NEGATIVE	4403618	4397460	18.899292    
BnaC02g38440D	brassica_napus	NEGATIVE	41451930	41445298	89.666115    
BnaC05g13210D	brassica_napus	POSITIVE	7655423	7654362	17.724491    
BnaC05g16670D	brassica_napus	NEGATIVE	10489911	10487871	24.285784    
BnaA01g10590D	brassica_napus	POSITIVE	5295634	5291032	22.739662    
BnaC03g76750D	brassica_napus	POSITIVE	5299262	5298819	81.397354    
BnaC04g21990D	brassica_napus	POSITIVE	23114489	23111881	47.234352    
BnaC06g21880D	brassica_napus	POSITIVE	24051780	24050715	64.60739    
BnaA03g51720D	brassica_napus	POSITIVE	26890195	26887786	90.32601    
BnaC06g34790D	brassica_napus	POSITIVE	34095800	34092656	91.58303    
BnaC08g08500D	brassica_napus	NEGATIVE	12693318	12690951	32.98314    
BnaA06g10060D	brassica_napus	POSITIVE	5343604	5342730	21.899677    
BnaC07g15030D	brassica_napus	POSITIVE	21004689	20997832	46.90107    
BnaA04g03000D	brassica_napus	POSITIVE	1979743	1978651	10.331486    
BnaA09g06530D	brassica_napus	NEGATIVE	3208674	3202804	9.457469    
BnaA01g19210D	brassica_napus	POSITIVE	10763139	10761841	46.25197    
BnaC02g23290D	brassica_napus	NEGATIVE	20281990	20281206	43.878006    
BnaC08g36790D	brassica_napus	NEGATIVE	33876172	33875291	88.04017    
BnaCnng22330D	brassica_napus	POSITIVE	20895245	20894875	25.901068    
BnaC06g36040D	brassica_napus	POSITIVE	34699459	34698098	93.20943    
BnaA09g56440D	brassica_napus	NEGATIVE	3732380	3729960	90.2183    
BnaC08g47550D	brassica_napus	POSITIVE	2449217	2448210	54.17679    
BnaA09g31970D	brassica_napus	POSITIVE	23759687	23757012	70.151405    
BnaC05g38860D	brassica_napus	NEGATIVE	37453496	37451020	86.72183    
BnaA05g15780D	brassica_napus	NEGATIVE	10321787	10319593	44.736313    
BnaA09g55360D	brassica_napus	NEGATIVE	3156435	3156085	76.337715    
BnaA07g31350D	brassica_napus	POSITIVE	21948523	21945961	91.416664    
BnaC04g32760D	brassica_napus	NEGATIVE	34513586	34512624	70.53435    
BnaA10g04680D	brassica_napus	NEGATIVE	2529968	2527999	14.5302105    
BnaA02g27550D	brassica_napus	NEGATIVE	20300705	20295609	81.8578    
BnaC05g16200D	brassica_napus	POSITIVE	9957726	9956800	23.056032    
BnaC07g07660D	brassica_napus	POSITIVE	12074732	12071779	26.963705    
BnaA03g35170D	brassica_napus	NEGATIVE	17190195	17188439	57.74232    
BnaA10g00460D	brassica_napus	POSITIVE	242331	240919	1.384733    
BnaA09g48870D	brassica_napus	NEGATIVE	32649880	32644478	96.39495    
BnaA03g53700D	brassica_napus	POSITIVE	28269356	28266729	94.95838    
BnaA08g23480D	brassica_napus	NEGATIVE	16705263	16702580	88.08476    
BnaAnng22620D	brassica_napus	NEGATIVE	25382209	25381075	52.16183    
BnaC03g54030D	brassica_napus	NEGATIVE	40742304	40739896	67.25708    
BnaC06g36760D	brassica_napus	NEGATIVE	35130217	35129135	94.367325    
BnaC09g38410D	brassica_napus	NEGATIVE	41286572	41282352	85.10383    
BnaC02g10850D	brassica_napus	POSITIVE	6287015	6285512	13.598587    
BnaC04g02280D	brassica_napus	POSITIVE	1749306	1749121	3.5747242    
BnaA01g19200D	brassica_napus	NEGATIVE	10741436	10738857	46.153187    
BnaA04g29140D	brassica_napus	NEGATIVE	1186842	1182643	79.82396    
BnaA06g34530D	brassica_napus	NEGATIVE	22825185	22819826	93.53773    
BnaC05g25830D	brassica_napus	NEGATIVE	21534531	21531972	49.859577    
BnaA09g37080D	brassica_napus	POSITIVE	26749869	26747342	78.98147    
BnaUnng02590D	brassica_napus	POSITIVE	3616456	3615024	43.460785    
BnaA01g23030D	brassica_napus	POSITIVE	15403470	15396480	66.1706    
BnaA06g21920D	brassica_napus	NEGATIVE	15359719	15359015	62.95611    
BnaC09g50170D	brassica_napus	NEGATIVE	48140360	48137671	99.236115    
BnaA05g29140D	brassica_napus	POSITIVE	20457190	20454225	88.6708    
BnaC03g00490D	brassica_napus	POSITIVE	239591	235782	0.3892501    
BnaA08g02980D	brassica_napus	POSITIVE	2432841	2430269	12.816564    
BnaA03g47880D	brassica_napus	POSITIVE	24634916	24633313	82.7524    
BnaC08g01940D	brassica_napus	NEGATIVE	1387700	1383947	3.596808    
BnaC09g06310D	brassica_napus	POSITIVE	3784025	3781550	7.795689    
BnaA09g14430D	brassica_napus	POSITIVE	8271289	8268948	24.417141    
BnaA09g55600D	brassica_napus	NEGATIVE	3336900	3334807	80.660545    
BnaA09g29340D	brassica_napus	NEGATIVE	21950097	21949468	64.81396    
BnaC02g42930D	brassica_napus	NEGATIVE	45356671	45355325	98.12539    
BnaC01g18580D	brassica_napus	NEGATIVE	12913083	12910300	33.248848    
BnaCnng17880D	brassica_napus	POSITIVE	16779883	16777832	20.797625    
BnaA03g36330D	brassica_napus	NEGATIVE	17785498	17783643	59.74183    
BnaCnng46930D	brassica_napus	POSITIVE	46377114	46372749	57.483166    
BnaCnng01290D	brassica_napus	NEGATIVE	1415388	1409066	1.7466632    
BnaC09g07770D	brassica_napus	NEGATIVE	4871370	4867529	10.034442    
BnaA03g57600D	brassica_napus	NEGATIVE	1238036	1237231	20.56871    
BnaC05g25770D	brassica_napus	NEGATIVE	21212006	21210007	49.114033    
BnaC08g07440D	brassica_napus	NEGATIVE	10529241	10528486	27.363003    
BnaC04g11010D	brassica_napus	NEGATIVE	8511901	8510750	17.39364    
BnaCnng76460D	brassica_napus	POSITIVE	77623792	77622881	96.2205    
BnaC03g09600D	brassica_napus	NEGATIVE	4628367	4623252	7.6324797    
BnaA10g04800D	brassica_napus	NEGATIVE	2580024	2578272	14.819164    
BnaA06g08670D	brassica_napus	POSITIVE	4694618	4693203	19.237288    
BnaA04g27710D	brassica_napus	POSITIVE	240132	237352	16.020369    
BnaA05g16020D	brassica_napus	NEGATIVE	10646233	10644378	46.144283    
BnaC03g29240D	brassica_napus	NEGATIVE	17411012	17405261	28.734169    
BnaC04g22090D	brassica_napus	NEGATIVE	23238748	23236253	47.488533    
BnaC04g23410D	brassica_napus				
BnaC09g13880D	brassica_napus				
BnaC06g31120D	brassica_napus	NEGATIVE	31738627	31736840	85.25461    
BnaC02g29430D	brassica_napus	POSITIVE	29652903	29650615	64.148544    
BnaCnng14770D	brassica_napus	POSITIVE	13771873	13764722	17.062605    
BnaA07g25330D	brassica_napus	NEGATIVE	18868019	18865946	78.586754    
BnaCnng51020D	brassica_napus	NEGATIVE	50484064	50481886	62.576813    
BnaA01g17410D	brassica_napus	POSITIVE	9188905	9186743	39.48255    
BnaC05g05780D	brassica_napus	NEGATIVE	2852662	2850557	6.600769    
BnaCnng07170D	brassica_napus	POSITIVE	6333614	6331085	7.847946    
BnaA03g19640D	brassica_napus	POSITIVE	9311976	9310216	31.276455    
BnaA03g55760D	brassica_napus	POSITIVE	405447	403856	6.714023    
BnaA02g10000D	brassica_napus	NEGATIVE	5028315	5026487	20.273212    
BnaC05g40550D	brassica_napus	POSITIVE	38703136	38699479	89.61277    
BnaA01g32310D	brassica_napus	NEGATIVE	21765472	21764751	93.54000    
BnaC07g29940D	brassica_napus	NEGATIVE	34615327	34609886	77.30516    
BnaC01g09110D	brassica_napus	NEGATIVE	5175016	5168590	13.31105    
BnaAnng41080D	brassica_napus	NEGATIVE	47136439	47135502	96.87038    
BnaA07g24740D	brassica_napus	POSITIVE	18496611	18496005	77.04575    
BnaC01g38560D	brassica_napus	POSITIVE	37570220	37569753	96.75616    
BnaA01g11260D	brassica_napus	POSITIVE	5605347	5604745	24.08793    
BnaC01g06830D	brassica_napus	NEGATIVE	3568075	3566070	9.183963    
BnaC05g47200D	brassica_napus	POSITIVE	42313842	42312195	97.9784    
BnaAnng11800D	brassica_napus	NEGATIVE	12752489	12752130	26.207499    
BnaA09g55640D	brassica_napus	NEGATIVE	3348895	3347897	80.97716    
BnaCnng11020D	brassica_napus	NEGATIVE	10311730	10310635	12.780954    
BnaA07g01820D	brassica_napus	NEGATIVE	1518978	1518470	6.3252397    
BnaA02g09680D	brassica_napus	NEGATIVE	4858507	4855697	19.58437    
BnaCnng20330D	brassica_napus	POSITIVE	19090655	19088883	23.66238    
BnaC08g38690D	brassica_napus	POSITIVE	34813161	34812004	90.47463    
BnaC03g45160D	brassica_napus	POSITIVE	30175418	30172823	49.81201    
BnaCnng37190D	brassica_napus	POSITIVE	35588244	35587913	44.1144    
BnaA04g03980D	brassica_napus	NEGATIVE	2880073	2877562	15.025131    
BnaA03g18290D	brassica_napus	POSITIVE	8574022	8571653	28.79535    
BnaC08g45670D	brassica_napus	POSITIVE	38192113	38191416	99.25755    
BnaC08g00810D	brassica_napus	POSITIVE	562238	561510	1.459336    
BnaC06g23150D	brassica_napus	NEGATIVE	25031212	25030143	67.23843    
BnaA02g11900D	brassica_napus	NEGATIVE	6251675	6243374	25.181255    
BnaA03g09140D	brassica_napus	NEGATIVE	4116527	4114497	13.822116    
BnaC03g44660D	brassica_napus	NEGATIVE	29732322	29731130	49.08282    
BnaC02g05680D	brassica_napus	NEGATIVE	2963791	2960197	6.4043307    
BnaA04g22540D	brassica_napus	POSITIVE	16969737	16967315	88.59449    
BnaA05g01530D	brassica_napus	NEGATIVE	907933	905621	3.925944    
BnaA09g50730D	brassica_napus	POSITIVE	33495194	33490794	98.89401    
BnaA09g01520D	brassica_napus	NEGATIVE	817590	816917	2.412251    
BnaAnng28560D	brassica_napus	POSITIVE	32675139	32674159	67.15019    
BnaA03g46530D	brassica_napus	POSITIVE	23889717	23888509	80.25033    
BnaC03g30330D	brassica_napus	NEGATIVE	18428590	18427541	30.421839    
BnaA10g04050D	brassica_napus	NEGATIVE	2139176	2136059	12.2774515    
BnaC03g14940D	brassica_napus	POSITIVE	7283335	7282298	12.022272    
BnaC06g19060D	brassica_napus	NEGATIVE	21373695	21371027	57.408947    
BnaA04g00390D	brassica_napus	POSITIVE	231530	230696	1.2045743    
BnaC09g18630D	brassica_napus	NEGATIVE	15424202	15422435	31.793446    
BnaA07g23920D	brassica_napus	POSITIVE	17891969	17889809	74.52062    
BnaA10g02470D	brassica_napus	POSITIVE	1279727	1274824	7.327321    
BnaC03g05570D	brassica_napus	POSITIVE	2696715	2688039	4.4376564    
BnaC06g40570D	brassica_napus	NEGATIVE	37130698	37129619	99.74123    
BnaA10g26120D	brassica_napus	NEGATIVE	16698464	16696163	95.96473    
BnaC04g48350D	brassica_napus	POSITIVE	46990709	46988596	96.03182    
BnaA01g02200D	brassica_napus	NEGATIVE	1135375	1135262	4.8791003    
BnaC02g31910D	brassica_napus	POSITIVE	34350582	34348536	74.31241    
