compound	INCHI-KEY	MOLECULAR-WEIGHT	COMMON-NAME	SMILES
CPD-11517	InChIKey=JZIQDJLBFKTBAK-HUKDABTFSA-J	1039.92    	3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octanoyl-CoA	CCC=CCC4(C(=O)CCC(CCCCCCCC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)4)
CPD-11517			oxopentenyl-cyclopentane-octanoyl-CoA	
CPD-11517			8-[(1R,2R)-3-oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoyl-CoA	
CPD-11517			OPC-8:0-CoA	
CPD-11517			OPC8-CoA	
CIS-ACONITATE	InChIKey=GTZCVFVGUGFEME-IWQZZHSRSA-K	171.086    	cis-aconitate	C([O-])(=O)C(=CC(=O)[O-])CC(=O)[O-]
CIS-ACONITATE			(Z)-prop-1-ene-1,2,3-tricarboxylate	
CIS-ACONITATE			cis-aconitic acid	
CPD-7062	InChIKey=PROPHBCDMQAJMH-HSJXTSEBSA-M	605.669    	pheophorbide b	C=CC5(C(C)=C6(C=C1(C(C)C(CCC(=O)[O-])C(=N1)C3(C(C(OC)=O)C(=O)C2(=C(C)C(NC2=3)=CC4(C(CC)=C([CH]=O)C(N=4)=CC=5N6))))))
CPD-7062			pheide b	
CPD-19151	InChIKey=AYORDFMYYBNSBO-QCCSJADRSA-J	959.791    	(S)-3-hydroxy-(5Z)-dodecenoyl-CoA	CCCCCCC=CCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-19151			(S)-3-hydroxy-12:1-&Delta;5-CoA	
CPD-19151			(S)-3-hydroxy-5-cis-dodecenoyl-CoA	
HOMO-I-CIT	InChIKey=OEJZZCGRGVFWHK-WVZVXSGGSA-K	203.128    	(1R,2S)-homoisocitrate	C(CC(=O)[O-])C(C(=O)[O-])C(O)C(=O)[O-]
HOMO-I-CIT			(-)-threo-isohomocitrate	
HOMO-I-CIT			(-)-1-hydroxy-1,2,4-butanetricarboxylate	
HOMO-I-CIT			homo-I-cit	
HOMO-I-CIT			1-hydroxy-1,2,4-butanetricarboxylate	
HOMO-I-CIT			2-hydroxy-3-carboxyadipate	
HOMO-I-CIT			homo-iso-citrate	
HOMO-I-CIT			1-(R)-hydroxy-2-(S)-1,2,4-butanetricarboxylic acid	
HOMO-I-CIT			1-hydroxybutane-1,2,4-tricarboxylate	
HOMO-I-CIT			(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate	
HOMO-I-CIT			homoisocitrate	
CPD-11518	InChIKey=WDBPMRZYBZCIQE-WCBSGRPJSA-J	1037.905    	3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octa-2-enoyl-CoA	CCC=CCC4(C(=O)CCC(CCCCCC=CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)4)
CPD-11518			OPC8-trans-2-enoyl-CoA	
CPD-14594	InChIKey=FERSMFQBWVBKQK-CXTTVELOSA-N	409.389    	linustatin	CC(OC2(OC(COC1(OC(CO)C(O)C(O)C(O)1))C(O)C(O)C(O)2))(C#N)C
CPD-14594			propanenitrile	
CPD-14594			[2-(6-O-&beta;-D-glucopyranosyl-&beta;-D-glucopyranosyloxy)-2-methylpropiononitrile)]	
CPD-15117	InChIKey=VQTLPSCRBFYDNX-LWMBPPNESA-N	148.118    	(3S)-3-hydroxy-L-asparagine	C([N+])(C([O-])=O)C(O)C(N)=O
CPD-19153	InChIKey=VKLHSLOWDWGVGP-CGGPSVLLSA-J	957.775    	3-oxo-(5Z)-dodecenoyl-CoA	CCCCCCC=CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-19153			3-oxo-12:1-&Delta;5-CoA	
CPD-19153			3-oxo-5-cis-dodecenoyl-CoA	
PROPANOL	InChIKey=BDERNNFJNOPAEC-UHFFFAOYSA-N	60.096    	propan-1-ol	CCCO
PROPANOL			osmosol extra	
PROPANOL			optal	
PROPANOL			1-hydroxypropane	
PROPANOL			ethylcarbinol	
PROPANOL			1-propanol	
PROPANOL			n-propanol	
PROPANOL			propanol	
PROPANOL			propylalcohol	
CPD-7063	InChIKey=GVTPYCXGTFQZDT-YSSUGPPCSA-M	624.692    	red chlorophyll catabolite	CCC1(C(C)=C(NC=1C=C4(C(C)=C5(C(=O)[C-](C(OC)=O)C(C2(C(CCC(=O)[O-])C(C)C(N=2)=CC3(C(C)=C(C=C)C(=O)N3)))=C(N4)5)))C=O)
CPD-7063			RCC	
CPD-7063			red bilin	
CPD-7063			(7S,8S,101R)-8-(2-carboxyethyl)-17-ethyl-19-formyl-101-(methoxycarbonyl)-3,7,13,18-tetramethyl-2-vinyl-8,23-dihydro-7H-10,12-ethanobiladiene-ab-1,102(21H)-dione	
Sugar			a sugar	
INDOLE-3-ACETYL-LEU	InChIKey=HCZNPUHZYPPINM-UHFFFAOYSA-M	287.338    	indole-3-acetyl-leucine	CC(C)CC(C(=O)[O-])NC(=O)CC2(C1(=CC=CC=C1NC=2))
INDOLE-3-ACETYL-LEU			indole-3-acetyl-Leu	
INDOLE-3-ACETYL-LEU			IAA-Leu	
GLYCYL-PEPTIDE			glycyl-peptide	C(C(NC(C(O)=O)[R])=O)N
L-ARABITOL	InChIKey=HEBKCHPVOIAQTA-IMJSIDKUSA-N	152.147    	L-arabitol	C(C(C(C(CO)O)O)O)O
L-ARABITOL			arabitol	
L-ARABITOL			arabinitol	
L-ARABITOL			1,2,3,4,5-pentanepentol	
L-ARABITOL			L-arabinol	
L-ARABITOL			L-arabinitol	
L-ARABITOL			L-lyxitol	
CPD-19154	InChIKey=WGCARZJTIJIWSL-JCJYIPITSA-J	987.845    	(S)-3-hydroxy-(7Z)-tetradecenoyl-CoA	CCCCCCC=CCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-19154			(S)-3-hydroxy-14:1-&Delta;7-CoA	
CPD-19154			(S)-3-hydroxy-7-cis-tetradecenoyl-CoA	
CPD0-2030	InChIKey=ZWZWYGMENQVNFU-UHNVWZDZSA-M	258.144    	glycerophosphoserine	C(O)C(O)COP([O-])(OCC([N+])C(=O)[O-])=O
CPD-11519	InChIKey=PDDHCVXPABQISO-PEUIIYGWSA-J	1055.92    	OPC8-3-hydroxyacyl-CoA	CCC=CCC4(C(=O)CCC(CCCCCC(O)CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)4)
CPD-11519			3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octa-3-hydroxy-2-enoyl-CoA	
CPD-14596	InChIKey=WOSYVGNDRYBQCQ-BARGLTKPSA-N	423.416    	neolinustatin	CCC(OC2(OC(COC1(OC(CO)C(O)C(O)C(O)1))C(O)C(O)C(O)2))(C#N)C
CPD-14596			butanenitrile	
CPD-14596			[(2R)-2-(6-O-&beta;-D-glucopyranosyl-&beta;-D-glucopyranosyloxy)-2-methylbutyronitrile)]	
SUC	InChIKey=KDYFGRWQOYBRFD-UHFFFAOYSA-L	116.073    	succinate	C(C([O-])=O)CC([O-])=O
SUC			succinic acid	
SUC			suc	
SUC			succ	
SUC			butanedioic acid	
SUC			ethylenesuccinic acid	
CIS-D2-ENOYL-COA			a cis-2-enoyl-CoA	
CIS-D2-ENOYL-COA			a cis-2,3-dehydroacyl-CoA	
BIOPTERIN			7,8-dihydrobiopterin	
BIOPTERIN			q-BH2	
BIOPTERIN			dihydrobiopterin	
BIOPTERIN			P-quinonoid-dihydrobiopterin	
BIOPTERIN			7,8-di-H-biopterin	
BIOPTERIN			L-erythro-dihydrobiopterin	
CPD-19155	InChIKey=ZIRSQPAPHGZDIL-VSCXGISKSA-J	1015.898    	(S)-3-hydroxy-(9Z)-hexadecenoyl-CoA	CCCCCCC=CCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-19155			(S)-3-hydroxy-16:1-&Delta;9-CoA	
CPD-19155			(S)-3-hydroxy-9-cis-hexadecenoyl-CoA	
HOMO-SER	InChIKey=UKAUYVFTDYCKQA-VKHMYHEASA-N	119.12    	L-homoserine	C(CO)C([N+])C([O-])=O
HOMO-SER			homo-ser	
HOMO-SER			homoserine	
HOMO-SER			2-amino-4-hydroxybutanoic acid	
HOMO-SER			2-amino-4-hydroxybutanoate	
L-ARGININO-SUCCINATE	InChIKey=KDZOASGQNOPSCU-ZBHICJROSA-M	289.267    	L-arginino-succinate	C(NC(=[N+])NC(CC(=O)[O-])C(=O)[O-])CCC(C(=O)[O-])[N+]
L-ARGININO-SUCCINATE			N-(L-arginino)-succinate	
L-ARGININO-SUCCINATE			arginino-succinate	
SUC-COA	InChIKey=VNOYUJKHFWYWIR-ITIYDSSPSA-I	862.568    	succinyl-CoA	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)[O-])COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
SUC-COA			suc-coa	
SUC-COA			succ-coenzyme-A	
SUC-COA			succ-S-coenzyme-A	
SUC-COA			succinyl-S-coenzyme-A	
SUC-COA			succ-S-CoA	
SUC-COA			succinylcoenzyme-A	
SUC-COA			succ-CoA	
SUC-COA			suc-co-A	
SUC-COA			succinyl-S-CoA	
SUC-COA			succinyl-coenzyme A	
CPD-15152	InChIKey=AFTBILPWMUSGIN-MYCGWMCTSA-N	683.068    	6-methoxy-2-all-trans-octaprenyl-1,4-benzoquinone	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(C(=O)C(OC)=CC(=O)C=1)
PROPIONAMIDE	InChIKey=QLNJFJADRCOGBJ-UHFFFAOYSA-N	73.094    	propionamide	CCC(N)=O
PROPIONAMIDE			propanamide	
PROPIONAMIDE			propanimidic acid	
PROPIONAMIDE			propionic amide	
PROPIONAMIDE			propionimidic acid	
PROPIONAMIDE			propylamide	
BIOTIN	InChIKey=YBJHBAHKTGYVGT-ZKWXMUAHSA-M	243.3    	biotin	C1(SC(CCCCC(=O)[O-])[CH]2(NC(=O)N[CH]12))
BIOTIN			vitamin H	
BIOTIN			coenzyme R	
BIOTIN			d-biotin	
CPD-7064	InChIKey=VHQSFNUIHPNTMW-LRYVNUGJSA-M	626.708    	primary fluorescent chlorophyll catabolite	CCC1(C(C)=C(NC=1CC4(=C(C)C5(C(=O)[C-](C(OC)=O)C(=C2(C(CCC(=O)[O-])C(C)C(=N2)CC3(C(C)=C(C=C)C(=O)N3)))C(N4)=5)))C=O)
CPD-7064			pFCC	
CPD-7064			(82R,12S,13S)-12-(2-carboxyethyl)-3-ethyl-1-formyl-82-(methoxycarbonyl)-2,7,13,17-tetramethyl-18-vinyl-12,13-dihydro-8,10-ethanobilene-b-81,19(16H)-dione	
CPD-19157	InChIKey=BEPLLRGJVXAEJI-TWAFKMGKSA-J	985.829    	3-oxo-(7Z)-tetradecenoyl-CoA	CCCCCCC=CCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-19157			3-oxo-14:1-&Delta;7-CoA	
CPD-19157			3-oxo-7-cis-tetradecenoyl-CoA	
CPD-11520	InChIKey=YYCCMACTOAJGGW-LHVXMLCWSA-J	1053.904    	OPC8-3-ketoacyl-CoA	CCC=CCC4(C(=O)CCC(CCCCCC(=O)CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)4)
CIS-DELTA3-ENOYL-COA			a cis-3-enoyl-CoA	
CIS-DELTA3-ENOYL-COA			cis-&Delta;3-enoyl-CoA	
Sugar-Phosphate			a sugar phosphate	
SUCC-S-ALD	InChIKey=UIUJIQZEACWQSV-UHFFFAOYSA-M	101.082    	succinate semialdehyde	C([CH]=O)CC(=O)[O-]
SUCC-S-ALD			succinyl semialdehyde	
SUCC-S-ALD			succ-S-ald	
SUCC-S-ALD			succinic semialdehyde	
GLYCYLGLYCINE	InChIKey=YMAWOPBAYDPSLA-UHFFFAOYSA-N	132.119    	glycyl-glycine	C([N+])C(=O)NCC([O-])=O
HYDRPHENYLAC-CPD	InChIKey=IPRPPFIAVHPVJH-UHFFFAOYSA-N	136.15    	(4-hydroxyphenyl)acetaldehyde	[CH](=O)CC1(C=CC(O)=CC=1)
HYDRPHENYLAC-CPD			HPAL	
Sugar-alcohols			a sugar alcohol	
Sugar-alcohols			a glycitol	
Sugar-alcohols			an alditol	
Sugar-alcohols			a polyalcohol	
Sugar-alcohols			a polyhydric alcohol	
Sugar-alcohols			a polyol	
CPD0-2105	InChIKey=HQANBZHVWIDNQZ-GMHMEAMDSA-J	959.791    	3-oxododecanoyl-CoA	CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD0-2105			3-oxolauroyl-CoA	
CPD-19158	InChIKey=JDNARGYWMLYADA-MDMKAECGSA-J	1013.883    	3-oxo-(9Z)-hexadecenoyl-CoA	CCCCCCC=CCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-19158			3-oxo-16:1-&Delta;9-CoA	
CPD-19158			3-oxo-9-cis-hexadecenoyl-CoA	
CPD-11521	InChIKey=VWFUYQVGVAEVNH-CNALLRBTSA-J	1011.867    	OPC6-CoA	CCC=CCC4(C(=O)CCC(CCCCCC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)4)
CPD-14601	InChIKey=HPNSFSBZBAHARI-RUDMXATFSA-M	319.333    	mycophenolate	CC(CCC([O-])=O)=CCC1(=C(C(C)=C2(COC(=O)C(=C(O)1)2))OC)
CPD-14601			mycophenolic acid	
CPD-15153	InChIKey=FLYBTLROCQBHMR-KFSSTAEESA-N	697.095    	3-methyl-6-methoxy-2-octaprenyl-1,4-benzoquinone	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(C(=O)C(OC)=CC(=O)C(C)=1)
INDOLE-3-GLYCEROL-P	InChIKey=NQEQTYPJSIEPHW-MNOVXSKESA-L	285.193    	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate	C2(=C(C1(C=CC=CC=1N2))C(C(COP([O-])(=O)[O-])O)O)
INDOLE-3-GLYCEROL-P			C1-(3-Indolyl)-glycerol 3-phosphate	
INDOLE-3-GLYCEROL-P			indole-3-glycerol-P	
INDOLE-3-GLYCEROL-P			1-(indol-3-yl)glycerol-3-P	
INDOLE-3-GLYCEROL-P			1-(indol-3-yl)glycerol-3-phosphate	
INDOLE-3-GLYCEROL-P			indoleglycerol phosphate	
INDOLE-3-GLYCEROL-P			indole-3-glycerol-phosphate	
CPD-7066	InChIKey=NPYQJIHHTGFBLN-STHAYSLISA-L	146.099    	(2R,3S)-3-methylmalate	CC(C(=O)[O-])C(O)C([O-])=O
CPD-7066			D-erythro-3-methylmalate	
CPD-7066			erythro-&beta;-methyl-D-malate	
CPD-7066			&beta;-erythro-methylmalate	
CPD-7066			&beta;-methyl-D-malate	
CPD-19159	InChIKey=SCDXBWNPJAGEEK-KBOAXVDLSA-J	1043.952    	(S)-3-hydroxy-(11Z)-octadecenoyl-CoA	CCCCCCC=CCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-19159			(S)-3-hydroxy-18:1-&Delta;11-CoA	
CPD-19159			(S)-3-hydroxy-11-cis-octadecenoyl-CoA	
CPD-11522	InChIKey=IEENEQSEOWXDQK-JXVDQXHRSA-J	1009.851    	OPC6-trans-2-enoyl-CoA	CCC=CCC4(C(=O)CCC(CCCC=CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)4)
D-RIBULOSE-15-P2	InChIKey=YAHZABJORDUQGO-NQXXGFSBSA-J	306.059    	D-ribulose-1,5-bisphosphate	C(OP([O-])([O-])=O)C(O)C(O)C(=O)COP(=O)([O-])[O-]
D-RIBULOSE-15-P2			ribulose 1,5-bisphosphate	
D-RIBULOSE-15-P2			D-ribulose-1,5-diphosphate	
D-RIBULOSE-15-P2			D-ribulose-1,5-P2	
INDOLE-3-GLYCOL	InChIKey=XNJDZRGYWQBBMZ-UHFFFAOYSA-N	177.202    	indole-3-glycol	C2(=C(C1(C=CC=CC=1N2))C(O)CO)
Sulfhydryls			R'C(R)SH	
Sulfhydryls			a sulfhydryls	
CPD-19160	InChIKey=OUROWZUTGFHRJE-SAIINBSPSA-J	1041.936    	3-oxo-(11Z)-octadecenoyl-CoA	CCCCCCC=CCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-19160			3-oxo-18:1-&Delta;11-CoA	
CPD-19160			3-oxo-11-cis-octadecenoyl-CoA	
CPD-11523	InChIKey=OMDQVIUYDJAWHX-ZMWLRFEFSA-J	1027.866    	OPC6-3-hydroxyacyl-CoA	CCC=CCC4(C(=O)CCC(CCCC(O)CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)4)
CIT	InChIKey=KRKNYBCHXYNGOX-UHFFFAOYSA-K	189.101    	citrate	C(=O)([O-])CC(C(=O)[O-])(O)CC(=O)[O-]
CIT			citr	
CIT			cit	
CIT			citric acid	
CIT			2-hydroxy-1,2,3-propanetricarboxylic acid	
CPD-14602	InChIKey=QBMSTEZXAMABFF-UEARNRKISA-M	495.459    	mycophenolic acid O-acyl-glucuronide	CC(CCC(OC1(C(O)C(C(O)C(C([O-])=O)O1)O))=O)=CCC2(=C(C(C)=C3(COC(=O)C(=C(O)2)3))OC)
CPD0-2106	InChIKey=WPIVBCGRGVNDDT-CECATXLMSA-J	903.684    	3-oxooctanoyl-CoA	CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
PROPIONATE	InChIKey=XBDQKXXYIPTUBI-UHFFFAOYSA-M	73.071    	propanoate	CCC(=O)[O-]
PROPIONATE			propionic acid	
PROPIONATE			ethylformic acid	
PROPIONATE			methylacetic acid	
PROPIONATE			propionate	
L-ASPARTATE	InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M	132.096    	L-aspartate	C(C(=O)[O-])C([N+])C(=O)[O-]
L-ASPARTATE			L-aspartic acid	
L-ASPARTATE			aspartic acid	
L-ASPARTATE			D	
L-ASPARTATE			aspartate	
L-ASPARTATE			asp	
L-ASPARTATE			L-asp	
PYRUVATE	InChIKey=LCTONWCANYUPML-UHFFFAOYSA-M	87.055    	pyruvate	CC(=O)C(=O)[O-]
PYRUVATE			alpha-ketopropionic acid	
PYRUVATE			BTS	
PYRUVATE			&alpha;-ketopropionic acid	
PYRUVATE			acetylformic acid	
PYRUVATE			pyroracemic acid	
PYRUVATE			2-oxopropanoic acid	
PYRUVATE			pyruvic acid	
PYRUVATE			2-oxopropanoate	
PYRUVATE			2-oxo-propionic acid	
CPD-19161	InChIKey=MWKSUVQQMPJTPP-DTPVMWFYSA-J	969.83    	(2E,7Z)-tetradecenoyl-CoA	CCCCCCC=CCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-19161			14:2-&Delta;2,&Delta;7-CoA	
CPD-19161			2-trans,7-cis-tetradecenoyl-CoA	
CPD-11524	InChIKey=ADGIRVMSHGGGHU-JYNUABGASA-J	1025.85    	OPC6-3-ketoacyl-CoA	CCC=CCC4(C(=O)CCC(CCCC(=O)CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)4)
ARSENATE	InChIKey=DJHGAFSJWGLOIV-UHFFFAOYSA-L	139.927    	arsenate	[As](=O)(O)([O-])[O-]
ARSENATE			inorganic arsenate	
ARSENATE			orthoarsenate	
ARSENATE			AsO43-	
CPD-14604	InChIKey=BYFGTSAYQQIUCN-HGIHDBQLSA-L	494.451    	mycophenolic acid phenolic glucuronide	CC(CCC([O-])=O)=CCC2(=C(C(C)=C3(COC(=O)C(=C(OC1(C(O)C(C(O)C(C([O-])=O)O1)O))2)3))OC)
CPD-15163	InChIKey=IJNJLGFTSIAHEA-UHFFFAOYSA-N	54.048    	prop-2-ynal	C#CC=O
CPD-15163			propiolaldehyde	
CPD-15163			2-propynal	
CPD-15163			propynal	
CPD-19162	InChIKey=BEQWCBBSKHMRCA-HENMZMGOSA-J	997.883    	(2E,9Z)-hexadecenoyl-CoA	CCCCCCC=CCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-19162			16:2-&Delta;2,&Delta;9-CoA	
CPD-19162			2-trans,9-cis-hexadecenoyl-CoA	
CPD-11525	InChIKey=YYUZYSVPFVOYLB-UBQVUSOUSA-J	983.813    	OPC4-CoA	CCC=CCC4(C(=O)CCC(CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])4)
D-Ribofuranose			D-ribofuranose	
GLYOX	InChIKey=HHLFWLYXYJOTON-UHFFFAOYSA-M	73.028    	glyoxylate	[CH](C(=O)[O-])=O
GLYOX			glyoxalate	
GLYOX			glyox	
GLYOX			glyoxylic acid	
CPD-707	InChIKey=SGNBVLSWZMBQTH-PODYLUTMSA-N	400.687    	campesterol	CC(C)C(C)CCC(C)[CH]3(CC[CH]4([CH]2(CC=C1(CC(O)CCC(C)1[CH]2CCC(C)34))))
CPD-707			cholest 5-en-3-ol, 24-methyl	
CPD-707			ergost-5-en-3&beta;-ol, (24R)-	
CPD-707			(24R)-24-methylcholest-5-en-3&beta;-ol	
CPD-707			24(R)-methylcholesterol	
CPD-707			campesterin	
CPD0-2108	InChIKey=CPSDNAXXKWVYIY-NTLMCJQISA-J	887.685    	trans-oct-2-enoyl-CoA	CCCCCC=CC(=O)SCCNC(=O)CCNC(C(O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OCC1(C(OP(=O)([O-])[O-])C(O)C(O1)N3(C=NC2(C(N)=NC=NC=23))))=O
CPD0-2108			(2E)-octenoyl-CoA	
CPD0-2108			trans-2-octenoyl-coenzyme A	
CPD-14615	InChIKey=VHFNTMSJVWRHBO-GMHMEAMDSA-J	987.758    	3,5,7-trioxododecanoyl-CoA	CCCCCC(=O)CC(=O)CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
D-SEDOHEPTULOSE-1-7-P2	InChIKey=OKHXOUGRECCASI-SHUUEZRQSA-J	366.112    	D-sedoheptulose-1,7-bisphosphate	C(OP(=O)([O-])[O-])C(O)C(O)C(O)C(O)C(COP([O-])(=O)[O-])=O
D-SEDOHEPTULOSE-1-7-P2			sedoheptulose 1,7-bisphosphate	
D-SEDOHEPTULOSE-1-7-P2			D-sedoheptulose-1,7-diphosphate	
D-SEDOHEPTULOSE-1-7-P2			D-sedoheptulose-1,7-P2	
D-SEDOHEPTULOSE-1-7-P2			SBP	
CPD-7073	InChIKey=ADSYMQORONDIDD-KTTVMXGCSA-N	464.425    	hesperitin-7-O-&beta;-D-glucoside	COC4(=C(C=C(C2(OC1(C=C(C=C(C=1C(C2)=O)O)OC3(OC(C(C(C3O)O)O)CO))))C=C4)O)
CPD-19163	InChIKey=OPMPWWFMNYWBGF-PKYBCSRXSA-J	1025.937    	(2E,11Z)-octadecenoyl-CoA	CCCCCCC=CCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-19163			18:2-&Delta;2,&Delta;11-CoA	
CPD-19163			2-trans,11-cis-octadecenoyl-CoA	
INDOLEYL-CPD	InChIKey=DMCPFOBLJMLSNX-UHFFFAOYSA-N	156.187    	indole-3-acetonitrile	C2(NC1(C=CC=CC=1C(CC#N)=2))
INDOLEYL-CPD			IAN	
INDOLEYL-CPD			indole-3-ylacetonitrile	
INDOLEYL-CPD			3-indoleacetonitrile	
INDOLEYL-CPD			(indole-3-yl)acetonitrile	
L-ASPARTATE-SEMIALDEHYDE	InChIKey=HOSWPDPVFBCLSY-VKHMYHEASA-N	117.104    	L-aspartate-semialdehyde	[CH](=O)CC([N+])C(=O)[O-]
L-ASPARTATE-SEMIALDEHYDE			L-aspartic 4-semialdehyde	
L-ASPARTATE-SEMIALDEHYDE			L-aspartate-4-semialdehyde	
L-ASPARTATE-SEMIALDEHYDE			L-aspartate &beta;-semialdehyde	
