pathway	COMMON-NAME	TAXONOMIC-RANGE
PWY-7836	ganglioglycosphingolipids biosynthesis	
PWY-7836	ganglioside biosynthesis	
PWY-6520	nonaprenyl diphosphate biosynthesis II	TAX-33090
PWY-6520	solanesyl diphosphate biosynthesis	
PWY-6520	solanesyl pyrophosphate biosynthesis	
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	TAX-2759
PWY-6126		TAX-2157
PWY-6126		TAX-2
PWY-6973	dTDP-D-olivose, dTDP-D-oliose and dTDP-D-mycarose biosynthesis	TAX-2
PWY-6309	L-tryptophan degradation XI (mammalian, via kynurenine)	TAX-40674
PWY-6902	chitin degradation II (Vibrio)	TAX-33090
PWY-6902		TAX-33154
PWY-6902		TAX-1239
PWY-6902		TAX-201174
PWY-6902		TAX-976
PWY-6902		TAX-1224
PWY-7299	progesterone biosynthesis	TAX-33208
P542-PWY	choline-O-sulfate degradation	TAX-1224
P542-PWY	choline sulfate degradation	
METHYLGALLATE-DEGRADATION-PWY	methylgallate degradation	TAX-2
PWY-6505	L-tryptophan degradation XII (Geobacillus)	TAX-2
PWY-I9	L-cysteine biosynthesis VI (from L-methionine)	TAX-2
PWY-I9	reverse transsulfuration	
PWY-I9	methionine to cysteine transsulfuration	
PWY-6100	L-carnitine biosynthesis	TAX-2759
PWY-6100	(R)-carnitine biosynthesis	
PWY-5863	superpathway of phylloquinol biosynthesis	TAX-33090
PWY-5863	superpathway of phylloquinone biosynthesis	TAX-1117
PWY-6502	oxidized GTP and dGTP detoxification	TAX-33154
PWY-6502	8-oxo-(d)GTP detoxification	TAX-33090
PWY-6502	oxidized guanosine triphosphate and deoxyguanosine triphosphate detoxification	TAX-2
PWY-6502	8-oxo-7,8-dihydro-guanosine-triphosphate and 8-oxo-7,8-dihydro-deoxyguanosine-triphosphate	
PWY-6662	superpathway of quinolone and alkylquinolone biosynthesis	TAX-2
PWY-5298	L-lysine degradation VI	TAX-201174
PWY-5298		TAX-1224
PWY66-422	D-galactose degradation V (Leloir pathway)	TAX-2759
PWY66-422	Leloir pathway	
FORMASS-PWY	formaldehyde oxidation IV (thiol-independent)	TAX-1224
PWY-5207	coenzyme B/coenzyme M regeneration	TAX-183988
PWY-5207	coB/coM regeneration	TAX-224756
PWY-5207		TAX-183925
PWY-5207		TAX-183939
PWY-5391	syringetin biosynthesis	TAX-58024
LIPASYN-PWY	phospholipases	TAX-2759
LIPASYN-PWY	phospholipase pathway	TAX-2
LIPASYN-PWY		TAX-2157
PWY3O-19	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)	TAX-4751
PWY3O-19	Q-6 biosynthesis	
PWY3O-19	ubiquinone-6 biosynthesis (eukaryotic)	
PWY-5707	propanethial S-oxide biosynthesis	TAX-40553
PWY-5707	onion lachrymatory factor biosynthesis	
PWY-5652	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA	TAX-4751
PWY-5652		TAX-33208
PWY-6960	L-ascorbate degradation III	TAX-33090
PWYQT-4450	aliphatic glucosinolate biosynthesis, side chain elongation cycle	TAX-3699
PWYQT-4450	methionine elongation	
PWY-6120	L-tyrosine biosynthesis III	TAX-3193
PWY-6120		TAX-4751
PWY-6120		TAX-2
PWY-6318	L-phenylalanine degradation IV (mammalian, via side chain)	TAX-33208
PWY-6281	L-selenocysteine biosynthesis II (archaea and eukaryotes)	TAX-2759
PWY-6281		TAX-2157
PWY-6992	1,5-anhydrofructose degradation	TAX-2
PWY-6351	D-myo-inositol (1,4,5)-trisphosphate biosynthesis	TAX-2759
PWY-6351	IP3 biosynthesis	
METHGLYUT-PWY	superpathway of methylglyoxal degradation	TAX-2
PWY-7393	&beta;-carotene biosynthesis (engineered)	TAX-33090
PWY-7393	Golden Rice	TAX-2
LYSINE-AMINOAD-PWY	L-lysine biosynthesis IV	TAX-33682
LYSINE-AMINOAD-PWY		TAX-4751
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	TAX-2
PWY-3581	(S)-reticuline biosynthesis I	TAX-3440
PWY-3581		TAX-3465
PWY-3581		TAX-3455
PWY-3581		TAX-3401
PWY-3581		TAX-41773
PWY-7179-1	purine deoxyribonucleosides degradation II	TAX-40674
PWY-3661	glycine betaine degradation I	TAX-2759
PWY-3661		TAX-2157
PWY-3661		TAX-2
PWY-7472	D-carnitine degradation II	TAX-1224
PWY-6115	avenacin biosynthesis, initial reactions	TAX-4496
PWY0-1261	anhydromuropeptides recycling	TAX-2
PWY0-1261	1,6-anhydro-N-acetylmuramic acid recycling	
PWY0-1261	cell wall recycling	
PWY-6527	stachyose degradation	TAX-33090
ASPSYNII-PWY	cyanide detoxification I	TAX-3193
ASPSYNII-PWY	&beta;-cyanoalanine biosynthesis	
ASPSYNII-PWY	asparagine biosynthesis II	
PWY0-1334	NADH to cytochrome bd oxidase electron transfer I	TAX-33208
PWY0-1334		TAX-2
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	TAX-1224
PWY-7315	dTDP-4-acetamido-&alpha;-D-fucose biosynthesis	
PWY-7315	dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-galactose biosynthesis	
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	TAX-186826
PWY-4321	L-glutamate degradation IV	TAX-33090
PWY-4321	GABA shunt	
PWY-4321	4-aminobutyrate shunt	
PWY-4321	&gamma;-aminobutyrate shunt	
PWY-6358	superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism	TAX-2759
PWY-7698	2,5-xylenol and 3,5-xylenol degradation	TAX-1224
PWY-5870	ubiquinol-8 biosynthesis (eukaryotic)	TAX-4890
PWY-5870	ubiquinone-8 biosynthesis (eukaryotic)	
PWY-7778	2-methylpropene degradation	TAX-2
PWY-7492	paspaline biosynthesis	TAX-4751
PWY-6612	superpathway of tetrahydrofolate biosynthesis	TAX-33090
PWY-6612	folic acid biosynthesis	TAX-4751
PWY-6612	folate biosynthesis	TAX-2
PWY-6612	THF biosynthesis	
SUCUTIL-PWY	sucrose degradation I (sucrose phosphotransferase)	TAX-4751
SUCUTIL-PWY		TAX-1224
SUCUTIL-PWY		TAX-1239
PWY-6013	crepenynate biosynthesis	TAX-4751
PWY-6013	crepenynic acid biosynthesis	TAX-33090
