gene	organism	chromosome	start	end
At3g28860	Arabidopsis thaliana	Chr3	10870037	10877506	
At2g30040	Arabidopsis thaliana	Chr2	12821709	12823169	
At2g35030	Arabidopsis thaliana	Chr2	14760868	14763077	
At2g35035	Arabidopsis thaliana	Chr2	14763381	14765045	
At4g29180	Arabidopsis thaliana	Chr4	14385592	14389689	
At1g40390	Arabidopsis thaliana	Chr1	15432575	15434674	
At5g67180	Arabidopsis thaliana	Chr5	26801948	26804249	
At1g62780	Arabidopsis thaliana	Chr1	23249144	23251105	
At4g31920	Arabidopsis thaliana	Chr4	15444116	15446959	
At1g77600	Arabidopsis thaliana	Chr1	29152750	29162448	
At2g37890	Arabidopsis thaliana	Chr2	15861687	15864009	
At2g42940	Arabidopsis thaliana	Chr2	17862253	17863456	
At2g38544	Arabidopsis thaliana	Chr2	16131507	16131648	
At2g38540	Arabidopsis thaliana	Chr2	16130349	16131174	
At2g29840	Arabidopsis thaliana	Chr2	12732386	12733983	
At1g48470	Arabidopsis thaliana	Chr1	17913710	17916098	
At2g39490	Arabidopsis thaliana	Chr2	16486901	16488645	
At5g63950	Arabidopsis thaliana	Chr5	25591955	25598505	
At3g59950	Arabidopsis thaliana	Chr3	22144279	22147691	
At2g04530	Arabidopsis thaliana	Chr2	1576708	1578741	
At4g09990	Arabidopsis thaliana	Chr4	6258879	6260073	
At4g33200	Arabidopsis thaliana	Chr4	16002528	16014968	
At4g34250	Arabidopsis thaliana	Chr4	16394707	16396495	
At4g04953	Arabidopsis thaliana	Chr4	2521329	2521530	
At4g04950	Arabidopsis thaliana	Chr4	2517665	2519977	
At4g04957	Arabidopsis thaliana	Chr4	2526805	2527362	
At1g16445	Arabidopsis thaliana	Chr1	5617810	5619334	
At4g04955	Arabidopsis thaliana	Chr4	2522033	2525280	
At1g63780	Arabidopsis thaliana	Chr1	23664833	23667367	
At1g35320	Arabidopsis thaliana	Chr1	12959056	12962853	
At1g55650	Arabidopsis thaliana	Chr1	20796339	20798481	
At3g07195	Arabidopsis thaliana	Chr3	2288891	2290505	
At3g07190	Arabidopsis thaliana	Chr3	2285776	2287447	
At1g58060	Arabidopsis thaliana	Chr1	21489284	21501811	
At4g05390	Arabidopsis thaliana	Chr4	2738714	2740655	
At5g58530	Arabidopsis thaliana	Chr5	23660385	23661349	
At5g50610	Arabidopsis thaliana	Chr5	20593701	20594259	
At4g21210	Arabidopsis thaliana	Chr4	11306944	11308742	
At1g26916	Arabidopsis thaliana	Chr1	9327155	9327251	
At3g02010	Arabidopsis thaliana	Chr3	337964	340442	
At1g26910	Arabidopsis thaliana	Chr1	9321649	9322965	
At1g64065	Arabidopsis thaliana	Chr1	23778352	23779529	
At5g48820	Arabidopsis thaliana	Chr5	19792269	19794408	
At1g64060	Arabidopsis thaliana	Chr1	23769773	23776931	
At5g52280	Arabidopsis thaliana	Chr5	21226832	21230254	
At5g55060	Arabidopsis thaliana	Chr5	22341951	22346577	
At1g10510	Arabidopsis thaliana	Chr1	3461634	3465786	
At1g65330	Arabidopsis thaliana	Chr1	24266480	24267320	
At1g06270	Arabidopsis thaliana	Chr1	1918087	1919760	
At5g20400	Arabidopsis thaliana	Chr5	6894843	6896349	
At3g29800	Arabidopsis thaliana	Chr3	11720095	11722103	
At2g36070	Arabidopsis thaliana	Chr2	15144835	15148131	
At1g70950	Arabidopsis thaliana	Chr1	26752688	26755359	
At5g48790	Arabidopsis thaliana	Chr5	19779859	19782050	
At5g52750	Arabidopsis thaliana	Chr5	21384042	21384924	
At3g15356	Arabidopsis thaliana	Chr3	5174401	5175469	
At4g35120	Arabidopsis thaliana	Chr4	16716805	16718017	
At4g39460	Arabidopsis thaliana	Chr4	18355992	18358893	
At5g55390	Arabidopsis thaliana	Chr5	22447965	22454802	
At1g09530	Arabidopsis thaliana	Chr1	3076581	3079539	
At5g16490	Arabidopsis thaliana	Chr5	5384304	5385213	
At5g59030	Arabidopsis thaliana	Chr5	23833727	23834511	
At2g44450	Arabidopsis thaliana	Chr2	18340920	18343849	
At2g18770	Arabidopsis thaliana	Chr2	8134638	8136560	
At4g04040	Arabidopsis thaliana	Chr4	1939249	1942954	
At5g44740	Arabidopsis thaliana	Chr5	18047783	18051878	
At5g13510	Arabidopsis thaliana	Chr5	4341261	4342095	
At3g60850	Arabidopsis thaliana	Chr3	22481893	22484102	
At4g40070	Arabidopsis thaliana	Chr4	18576417	18577774	
At2g40510	Arabidopsis thaliana	Chr2	16918432	16919888	
At3g03760	Arabidopsis thaliana	Chr3	943556	944834	
At3g07220	Arabidopsis thaliana	Chr3	2297885	2299572	
At4g01671	Arabidopsis thaliana	Chr4	713215	713389	
At4g01670	Arabidopsis thaliana	Chr4	711191	712643	
At5g19770	Arabidopsis thaliana	Chr5	6682492	6684579	
At3g04750	Arabidopsis thaliana	Chr3	1301390	1303376	
At3g09100	Arabidopsis thaliana	Chr3	2787980	2793532	
At5g43910	Arabidopsis thaliana	Chr5	17667309	17670239	
At5g11910	Arabidopsis thaliana	Chr5	3836330	3838213	
At1g69840	Arabidopsis thaliana	Chr1	26293659	26295834	
At1g62810	Arabidopsis thaliana	Chr1	23257725	23261966	
At2g02970	Arabidopsis thaliana	Chr2	865069	868289	
At2g19790	Arabidopsis thaliana	Chr2	8527230	8528533	
At2g37300	Arabidopsis thaliana	Chr2	15662566	15664599	
At5g04440	Arabidopsis thaliana	Chr5	1254843	1256953	
At2g35795	Arabidopsis thaliana	Chr2	15042174	15043575	
At2g35790	Arabidopsis thaliana	Chr2	15040678	15042123	
At5g09670	Arabidopsis thaliana	Chr5	2995911	2998932	
At5g09672	Arabidopsis thaliana	Chr5	2995909	2998932	
At2g11200	Arabidopsis thaliana	Chr2	4451923	4452388	
At5g53570	Arabidopsis thaliana	Chr5	21760589	21763462	
At4g18440	Arabidopsis thaliana	Chr4	10186130	10188909	
At1g25390	Arabidopsis thaliana	Chr1	8906451	8908854	
At5g41210	Arabidopsis thaliana	Chr5	16492319	16493994	
At5g49040	Arabidopsis thaliana	Chr5	19882675	19883251	
At1g61540	Arabidopsis thaliana	Chr1	22702497	22703706	
At3g08850	Arabidopsis thaliana	Chr3	2686582	2695300	
At2g19420	Arabidopsis thaliana	Chr2	8411700	8413883	
At2g35860	Arabidopsis thaliana	Chr2	15059762	15062122	
At1g19800	Arabidopsis thaliana	Chr1	6846373	6848096	
At2g02390	Arabidopsis thaliana	Chr2	628898	631114	
At5g18420	Arabidopsis thaliana	Chr5	6105521	6109385	
At3g60140	Arabidopsis thaliana	Chr3	22216671	22220824	
At1g47510	Arabidopsis thaliana	Chr1	17435600	17438396	
At2g03370	Arabidopsis thaliana	Chr2	1024709	1027045	
At3g17270	Arabidopsis thaliana	Chr3	5902478	5902883	
At5g11660	Arabidopsis thaliana	Chr5	3748879	3750317	
At1g25530	Arabidopsis thaliana	Chr1	8964543	8967428	
At2g02023	Arabidopsis thaliana	Chr2	481466	481778	
At2g22180	Arabidopsis thaliana	Chr2	9428742	9429844	
At3g61430	Arabidopsis thaliana	Chr3	22733473	22735335	
At2g02020	Arabidopsis thaliana	Chr2	479100	481185	
At3g21560	Arabidopsis thaliana	Chr3	7595805	7597577	
At5g46630	Arabidopsis thaliana	Chr5	18920437	18923445	
At2g01280	Arabidopsis thaliana	Chr2	145675	149394	
At1g26130	Arabidopsis thaliana	Chr1	9033217	9038577	
At5g42740	Arabidopsis thaliana	Chr5	17135691	17140892	
At2g42200	Arabidopsis thaliana	Chr2	17587406	17589630	
At1g22620	Arabidopsis thaliana	Chr1	7997675	8002944	
At5g64470	Arabidopsis thaliana	Chr5	25776024	25777963	
At3g14890	Arabidopsis thaliana	Chr3	5008741	5013265	
At1g32130	Arabidopsis thaliana	Chr1	11558880	11561865	
At5g40670	Arabidopsis thaliana	Chr5	16285710	16287793	
At5g46980	Arabidopsis thaliana	Chr5	19065452	19066007	
At3g30730	Arabidopsis thaliana	Chr3	12357395	12357599	
At3g28321	Arabidopsis thaliana	Chr3	10583133	10583277	
At3g28320	Arabidopsis thaliana	Chr3	10581703	10583000	
At5g42290	Arabidopsis thaliana	Chr5	16911636	16912161	
At2g13790	Arabidopsis thaliana	Chr2	5741819	5746793	
At5g35290	Arabidopsis thaliana	Chr5	13517886	13518306	
At4g37190	Arabidopsis thaliana	Chr4	17507049	17509747	
At1g48860	Arabidopsis thaliana	Chr1	18068706	18071466	
At3g50940	Arabidopsis thaliana	Chr3	18933762	18935611	
At1g18860	Arabidopsis thaliana	Chr1	6509491	6511227	
At5g10390	Arabidopsis thaliana	Chr5	3268846	3269550	
At3g62160	Arabidopsis thaliana	Chr3	23014207	23015839	
At2g21450	Arabidopsis thaliana	Chr2	9179409	9182356	
At5g47580	Arabidopsis thaliana	Chr5	19294845	19297418	
At2g14070	Arabidopsis thaliana	Chr2	5921880	5922990	
At4g37220	Arabidopsis thaliana	Chr4	17515079	17516162	
At1g51300	Arabidopsis thaliana	Chr1	19014259	19016103	
At5g01250	Arabidopsis thaliana	Chr5	102292	103770	
At1g27660	Arabidopsis thaliana	Chr1	9621569	9626004	
At1g28480	Arabidopsis thaliana	Chr1	10013473	10014073	
At1g53230	Arabidopsis thaliana	Chr1	19849787	19851725	
At3g16630	Arabidopsis thaliana	Chr3	5662383	5667803	
At3g12990	Arabidopsis thaliana	Chr3	4156197	4157964	
At1g66900	Arabidopsis thaliana	Chr1	24959333	24961616	
At3g11945	Arabidopsis thaliana	Chr3	3779838	3782954	
At2g45260	Arabidopsis thaliana	Chr2	18664529	18666413	
At3g11940	Arabidopsis thaliana	Chr3	3777894	3779467	
At3g22142	Arabidopsis thaliana	Chr3	7803603	7808046	
At5g43160	Arabidopsis thaliana	Chr5	17329274	17331352	
At5g06150	Arabidopsis thaliana	Chr5	1859278	1861649	
At5g39730	Arabidopsis thaliana	Chr5	15901678	15902870	
At1g67050	Arabidopsis thaliana	Chr1	25028626	25029788	
At5g40580	Arabidopsis thaliana	Chr5	16248285	16250756	
At3g23230	Arabidopsis thaliana	Chr3	8289646	8290066	
At5g07280	Arabidopsis thaliana	Chr5	2285039	2288686	
At1g64500	Arabidopsis thaliana	Chr1	23953232	23954492	
At5g01870	Arabidopsis thaliana	Chr5	337176	337820	
At1g20575	Arabidopsis thaliana	Chr1	7126771	7128745	
At1g79430	Arabidopsis thaliana	Chr1	29877227	29879206	
At1g20570	Arabidopsis thaliana	Chr1	7122017	7126559	
At3g25690	Arabidopsis thaliana	Chr3	9353833	9357899	
At1g28220	Arabidopsis thaliana	Chr1	9860302	9861434	
At2g15300	Arabidopsis thaliana	Chr2	6649629	6652010	
At2g23340	Arabidopsis thaliana	Chr2	9937997	9938875	
At3g49070	Arabidopsis thaliana	Chr3	18192478	18193729	
At3g29140	Arabidopsis thaliana	Chr3	11105804	11106144	
At4g14000	Arabidopsis thaliana	Chr4	8090816	8092672	
At4g34750	Arabidopsis thaliana	Chr4	16577481	16578452	
At2g23348	Arabidopsis thaliana	Chr2	9941188	9942814	
At2g22430	Arabidopsis thaliana	Chr2	9526094	9527830	
At2g25420	Arabidopsis thaliana	Chr2	10816748	10821053	
At4g39700	Arabidopsis thaliana	Chr4	18424264	18424906	
At1g52540	Arabidopsis thaliana	Chr1	19570057	19572204	
At1g79380	Arabidopsis thaliana	Chr1	29860490	29863316	
At2g20490	Arabidopsis thaliana	Chr2	8831721	8832916	
At2g20495	Arabidopsis thaliana	Chr2	8833164	8835263	
At5g62260	Arabidopsis thaliana	Chr5	25009026	25011588	
At3g26320	Arabidopsis thaliana	Chr3	9644382	9646064	
At4g11560	Arabidopsis thaliana	Chr4	6999895	7003493	
At3g05345	Arabidopsis thaliana	Chr3	1522448	1523889	
At1g10890	Arabidopsis thaliana	Chr1	3627725	3630765	
At1g21620	Arabidopsis thaliana	Chr1	7579128	7580171	
At5g23800	Arabidopsis thaliana	Chr5	8022215	8024689	
At5g28781	Arabidopsis thaliana	Chr5	10814692	10814824	
At5g28780	Arabidopsis thaliana	Chr5	10812906	10814173	
At3g26340	Arabidopsis thaliana	Chr3	9650416	9652897	
At1g60080	Arabidopsis thaliana	Chr1	22152229	22154589	
At5g37070	Arabidopsis thaliana	Chr5	14651011	14652286	
At1g04610	Arabidopsis thaliana	Chr1	1279387	1281618	
At5g36380	Arabidopsis thaliana	Chr5	14340061	14340418	
At5g38950	Arabidopsis thaliana	Chr5	15590692	15591050	
At3g24270	Arabidopsis thaliana	Chr3	8796540	8797031	
At5g57640	Arabidopsis thaliana	Chr5	23344625	23345594	
At5g08260	Arabidopsis thaliana	Chr5	2657150	2661416	
At3g14460	Arabidopsis thaliana	Chr3	4851989	4856264	
At1g08910	Arabidopsis thaliana	Chr1	2856226	2861170	
At1g51890	Arabidopsis thaliana	Chr1	19274657	19278528	
At1g15110	Arabidopsis thaliana	Chr1	5199017	5202175	
At4g14910	Arabidopsis thaliana	Chr4	8528166	8530114	
At5g37380	Arabidopsis thaliana	Chr5	14816758	14819287	
At2g27145	Arabidopsis thaliana	Chr2	11600192	11600700	
At2g27140	Arabidopsis thaliana	Chr2	11598378	11599322	
At3g50300	Arabidopsis thaliana	Chr3	18643954	18645406	
At3g01130	Arabidopsis thaliana	Chr3	44044	45590	
At3g06480	Arabidopsis thaliana	Chr3	1985454	1990153	
At3g56220	Arabidopsis thaliana	Chr3	20858917	20860531	
At3g06483	Arabidopsis thaliana	Chr3	1990415	1992744	
At4g16510	Arabidopsis thaliana	Chr4	9302797	9305047	
At2g14890	Arabidopsis thaliana	Chr2	6399620	6401059	
At4g16515	Arabidopsis thaliana	Chr4	9305253	9305763	
At1g01390	Arabidopsis thaliana	Chr1	148119	149806	
At2g26430	Arabidopsis thaliana	Chr2	11243218	11246035	
At5g19430	Arabidopsis thaliana	Chr5	6553824	6555831	
At2g16020	Arabidopsis thaliana	Chr2	6973355	6973586	
At1g53790	Arabidopsis thaliana	Chr1	20079080	20081455	
At3g62950	Arabidopsis thaliana	Chr3	23266248	23266934	
At3g01680	Arabidopsis thaliana	Chr3	251980	255513	
At5g59670	Arabidopsis thaliana	Chr5	24041493	24045652	
At4g28181	Arabidopsis thaliana	Chr4	13983910	13984021	
At5g35830	Arabidopsis thaliana	Chr5	14000312	14001416	
At4g27745	Arabidopsis thaliana	Chr4	13840014	13841489	
At5g25920	Arabidopsis thaliana	Chr5	9044205	9046528	
At4g27740	Arabidopsis thaliana	Chr4	13839074	13839763	
At4g22990	Arabidopsis thaliana	Chr4	12048185	12051796	
At3g14280	Arabidopsis thaliana	Chr3	4761431	4762395	
At5g56110	Arabidopsis thaliana	Chr5	22719190	22720664	
At5g27690	Arabidopsis thaliana	Chr5	9803763	9805160	
At5g23370	Arabidopsis thaliana	Chr5	7863330	7864271	
At3g10900	Arabidopsis thaliana	Chr3	3410251	3412070	
At4g26290	Arabidopsis thaliana	Chr4	13307594	13307822	
At3g10380	Arabidopsis thaliana	Chr3	3219522	3228933	
At1g56670	Arabidopsis thaliana	Chr1	21241672	21244047	
At1g61065	Arabidopsis thaliana	Chr1	22490243	22491461	
At1g61060	Arabidopsis thaliana	Chr1	22488547	22489711	
At1g03820	Arabidopsis thaliana	Chr1	959868	960728	
At2g30530	Arabidopsis thaliana	Chr2	13008915	13011063	
At1g05250	Arabidopsis thaliana	Chr1	1525600	1527234	
At2g34220	Arabidopsis thaliana	Chr2	14450535	14453856	
At3g09590	Arabidopsis thaliana	Chr3	2944952	2945513	
At2g34224	Arabidopsis thaliana	Chr2	14454087	14454258	
At2g25160	Arabidopsis thaliana	Chr2	10709063	10711240	
At3g43250	Arabidopsis thaliana	Chr3	15216712	15217462	
At2g25169	Arabidopsis thaliana	Chr2	10712605	10714014	
At1g80730	Arabidopsis thaliana	Chr1	30339322	30340247	
At1g44575	Arabidopsis thaliana	Chr1	16871695	16873383	
At1g18470	Arabidopsis thaliana	Chr1	6356130	6360192	
At1g14790	Arabidopsis thaliana	Chr1	5093960	5098032	
At1g59535	Arabidopsis thaliana	Chr1	21871207	21871527	
At1g59530	Arabidopsis thaliana	Chr1	21868261	21868708	
At5g05340	Arabidopsis thaliana	Chr5	1578950	1580875	
At3g52210	Arabidopsis thaliana	Chr3	19367017	19369494	
At4g25672	Arabidopsis thaliana	Chr4	13085217	13087090	
At4g25670	Arabidopsis thaliana	Chr4	13085217	13087090	
At1g02150	Arabidopsis thaliana	Chr1	408621	410611	
At2g41000	Arabidopsis thaliana	Chr2	17111444	17112557	
At5g24340	Arabidopsis thaliana	Chr5	8297304	8300374	
At2g17043	Arabidopsis thaliana	Chr2	7409062	7409582	
At4g21740	Arabidopsis thaliana	Chr4	11545925	11546434	
At4g21745	Arabidopsis thaliana	Chr4	11548617	11550622	
At1g55325	Arabidopsis thaliana	Chr1	20637379	20648434	
At5g60370	Arabidopsis thaliana	Chr5	24282837	24285033	
At1g55320	Arabidopsis thaliana	Chr1	20633359	20636892	
At3g12500	Arabidopsis thaliana	Chr3	3962381	3963984	
At3g19770	Arabidopsis thaliana	Chr3	6866805	6869475	
At4g13070	Arabidopsis thaliana	Chr4	7621345	7623360	
At3g18820	Arabidopsis thaliana	Chr3	6484067	6486247	
At1g34300	Arabidopsis thaliana	Chr1	12503405	12506048	
At4g13075	Arabidopsis thaliana	Chr4	7624679	7625192	
At5g61020	Arabidopsis thaliana	Chr5	24557200	24559878	
At5g10530	Arabidopsis thaliana	Chr5	3324977	3326933	
At3g02560	Arabidopsis thaliana	Chr3	541714	543385	
At1g09730	Arabidopsis thaliana	Chr1	3147666	3154380	
At1g76820	Arabidopsis thaliana	Chr1	28837572	28842566	
At2g32970	Arabidopsis thaliana	Chr2	13991447	13995749	
At1g06700	Arabidopsis thaliana	Chr1	2052482	2055280	
At5g54600	Arabidopsis thaliana	Chr5	22182977	22184567	
At1g68080	Arabidopsis thaliana	Chr1	25517410	25519440	
At5g50510	Arabidopsis thaliana	Chr5	20567385	20568075	
At3g44940	Arabidopsis thaliana	Chr3	16413333	16415266	
At5g60950	Arabidopsis thaliana	Chr5	24526846	24528084	
At1g07250	Arabidopsis thaliana	Chr1	2225899	2227566	
At3g58510	Arabidopsis thaliana	Chr3	21639977	21643795	
At4g28650	Arabidopsis thaliana	Chr4	14143983	14147537	
At4g30420	Arabidopsis thaliana	Chr4	14877068	14878914	
At4g24100	Arabidopsis thaliana	Chr4	12515075	12519841	
At2g40750	Arabidopsis thaliana	Chr2	17000453	17002468	
At3g07425	Arabidopsis thaliana	Chr3	2378349	2378805	
At5g01110	Arabidopsis thaliana	Chr5	41767	44375	
At2g14530	Arabidopsis thaliana	Chr2	6187420	6190380	
At3g48060	Arabidopsis thaliana	Chr3	17743113	17748736	
At3g45093	Arabidopsis thaliana	Chr3	16496810	16497290	
At3g45090	Arabidopsis thaliana	Chr3	16490599	16494762	
At4g32378	Arabidopsis thaliana	Chr4	15633111	15633222	
At4g32375	Arabidopsis thaliana	Chr4	15628872	15631596	
At3g04190	Arabidopsis thaliana	Chr3	1101877	1102763	
At4g32370	Arabidopsis thaliana	Chr4	15625557	15627517	
At3g49330	Arabidopsis thaliana	Chr3	18291487	18292048	
At5g48400	Arabidopsis thaliana	Chr5	19616243	19619246	
At4g36860	Arabidopsis thaliana	Chr4	17358437	17361978	
At1g01305	Arabidopsis thaliana	Chr1	119396	119997	
At3g32047	Arabidopsis thaliana	Chr3	13061047	13062710	
At2g43210	Arabidopsis thaliana	Chr2	17960710	17963727	
At3g32040	Arabidopsis thaliana	Chr3	13047703	13049040	
At3g03210	Arabidopsis thaliana	Chr3	740769	742309	
At5g65250	Arabidopsis thaliana	Chr5	26078532	26080198	
At3g09880	Arabidopsis thaliana	Chr3	3029510	3032256	
At3g51171	Arabidopsis thaliana	Chr3	19010804	19012008	
At3g20010	Arabidopsis thaliana	Chr3	6971351	6976595	
At4g00830	Arabidopsis thaliana	Chr4	352022	355233	
At5g27990	Arabidopsis thaliana	Chr5	10017035	10018441	
At3g20015	Arabidopsis thaliana	Chr3	6978476	6980368	
At5g62700	Arabidopsis thaliana	Chr5	25184396	25186711	
At5g58180	Arabidopsis thaliana	Chr5	23544010	23545760	
At5g53370	Arabidopsis thaliana	Chr5	21649531	21651593	
At1g70280	Arabidopsis thaliana	Chr1	26465892	26468706	
At4g26460	Arabidopsis thaliana	Chr4	13369532	13370011	
At1g73950	Arabidopsis thaliana	Chr1	27799829	27804604	
At5g17620	Arabidopsis thaliana	Chr5	5805754	5808561	
At5g22810	Arabidopsis thaliana	Chr5	7621567	7623367	
At1g71880	Arabidopsis thaliana	Chr1	27054179	27056341	
At1g75500	Arabidopsis thaliana	Chr1	28337784	28340241	
At4g36280	Arabidopsis thaliana	Chr4	17165330	17169375	
At1g70750	Arabidopsis thaliana	Chr1	26679974	26683204	
Atmg00710	Arabidopsis thaliana	Chrm	207552	207915	
At4g33420	Arabidopsis thaliana	Chr4	16084827	16086296	
At1g78560	Arabidopsis thaliana	Chr1	29546604	29548824	
At2g37220	Arabidopsis thaliana	Chr2	15634524	15636409	
At4g08380	Arabidopsis thaliana	Chr4	5311092	5312406	
At1g74458	Arabidopsis thaliana	Chr1	27986956	27987675	
At1g74450	Arabidopsis thaliana	Chr1	27982508	27984280	
At5g57980	Arabidopsis thaliana	Chr5	23469049	23469768	
At1g73480	Arabidopsis thaliana	Chr1	27628938	27632806	
At4g31480	Arabidopsis thaliana	Chr4	15263153	15267847	
At5g12950	Arabidopsis thaliana	Chr5	4092952	4096975	
At2g46340	Arabidopsis thaliana	Chr2	19022172	19027413	
At3g59740	Arabidopsis thaliana	Chr3	22066986	22069058	
At4g36130	Arabidopsis thaliana	Chr4	17097564	17098879	
At4g29680	Arabidopsis thaliana	Chr4	14537780	14539594	
At2g43540	Arabidopsis thaliana	Chr2	18072370	18072963	
At1g46912	Arabidopsis thaliana	Chr1	17272690	17273629	
At5g24930	Arabidopsis thaliana	Chr5	8589233	8591236	
At3g21760	Arabidopsis thaliana	Chr3	7667026	7668724	
At3g57630	Arabidopsis thaliana	Chr3	21339301	21343796	
At3g19100	Arabidopsis thaliana	Chr3	6605475	6609295	
At4g22505	Arabidopsis thaliana	Chr4	11851227	11853018	
At1g22420	Arabidopsis thaliana	Chr1	7916075	7917518	
At5g66280	Arabidopsis thaliana	Chr5	26476165	26477754	
At4g09650	Arabidopsis thaliana	Chr4	6100742	6101708	
At5g11790	Arabidopsis thaliana	Chr5	3799549	3802792	
At3g55770	Arabidopsis thaliana	Chr3	20703221	20705206	
At4g08520	Arabidopsis thaliana	Chr4	5417347	5420530	
At3g30530	Arabidopsis thaliana	Chr3	12139511	12140033	
At5g57320	Arabidopsis thaliana	Chr5	23212689	23217549	
At1g73220	Arabidopsis thaliana	Chr1	27538275	27540235	
At5g52130	Arabidopsis thaliana	Chr5	21182467	21183875	
Atmg01040	Arabidopsis thaliana	Chrm	270237	270561	
At4g30990	Arabidopsis thaliana	Chr4	15084097	15097920	
At4g30993	Arabidopsis thaliana	Chr4	15098066	15100558	
At4g30996	Arabidopsis thaliana	Chr4	15101294	15102684	
At1g68500	Arabidopsis thaliana	Chr1	25702002	25702511	
At5g54980	Arabidopsis thaliana	Chr5	22315698	22316601	
At2g40460	Arabidopsis thaliana	Chr2	16896906	16901280	
At2g37910	Arabidopsis thaliana	Chr2	15868398	15869097	
At4g37420	Arabidopsis thaliana	Chr4	17593122	17594889	
At5g17820	Arabidopsis thaliana	Chr5	5887905	5890193	
At4g29530	Arabidopsis thaliana	Chr4	14496078	14497454	
At1g29510	Arabidopsis thaliana	Chr1	10322573	10323189	
At5g10440	Arabidopsis thaliana	Chr5	3280515	3282411	
At4g06744	Arabidopsis thaliana	Chr4	4070812	4072305	
At4g06746	Arabidopsis thaliana	Chr4	4073961	4074545	
At4g06740	Arabidopsis thaliana	Chr4	4045389	4045647	
At4g02040	Arabidopsis thaliana	Chr4	897546	898370	
At2g29490	Arabidopsis thaliana	Chr2	12631377	12632473	
At2g46700	Arabidopsis thaliana	Chr2	19182723	19186578	
At5g17790	Arabidopsis thaliana	Chr5	5869709	5872718	
At5g51440	Arabidopsis thaliana	Chr5	20891162	20892211	
At5g17795	Arabidopsis thaliana	Chr5	5875003	5875219	
At2g45060	Arabidopsis thaliana	Chr2	18584351	18586776	
At1g69670	Arabidopsis thaliana	Chr1	26202030	26204442	
At5g63560	Arabidopsis thaliana	Chr5	25449480	25451414	
At1g32440	Arabidopsis thaliana	Chr1	11712161	11715112	
At1g67210	Arabidopsis thaliana	Chr1	25140814	25144043	
At1g56530	Arabidopsis thaliana	Chr1	21179236	21180888	
At1g64740	Arabidopsis thaliana	Chr1	24050005	24052487	
At4g18220	Arabidopsis thaliana	Chr4	10078767	10080109	
At5g60030	Arabidopsis thaliana	Chr5	24172081	24172975	
At5g13230	Arabidopsis thaliana	Chr5	4222513	4224982	
At5g62165	Arabidopsis thaliana	Chr5	24964699	24968520	
At1g34840	Arabidopsis thaliana	Chr1	12796983	12797247	
At2g35200	Arabidopsis thaliana	Chr2	14833847	14834624	
At3g29300	Arabidopsis thaliana	Chr3	11247010	11247652	
